Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Abnormal corneal thickness,"11081, 11107, 1258, 1634, 2200, 2201, 2202, 2263, 30813, 3708, 4015, 406960, 4087, 4166, 444, 6935, 7042, 7046, 7048, 8100, 83959, 84627, 91851",80326,"10002, 10210, 10383, 10461, 10526, 10594, 10681, 11117, 112752, 113457, 123016, 1259, 1281, 130557, 138050, 1406, 145226, 157657, 162, 165, 167691, 196, 2255, 2261, 23020, 23370, 23418, 23568, 23746, 24, 24148, 25, 25794, 26121, 26160, 2737, 2979, 3000, 30008, 3265, 3419, 3420, 343035, 346007, 3614, 3617, 375298, 3769, 388939, 392255, 4010, 403, 4054, 4088, 4117, 4751, 4882, 4883, 4893, 4901, 4921, 49855, 50939, 51259, 5130, 5145, 5148, 5158, 5351, 54806, 55033, 55624, 55812, 55857, 55975, 56937, 57096, 57545, 57670, 57709, 582, 583, 5949, 5961, 5995, 6010, 6017, 60509, 6094, 6100, 6101, 6102, 6103, 6121, 6295, 633, 63895, 64218, 64802, 6497, 7025, 7043, 7275, 7287, 7399, 7401, 7439, 762, 768206, 79797, 79875, 79934, 79947, 80184, 8076, 81031, 84100, 84140, 84168, 8481, 85015, 875, 8842, 9128, 9129, 92211, 9227, 92840, 94137, 9657, 9742, 9785",23,1,132,155
Hemihypertrophy,"1028, 10984, 1788, 207, 208, 2719, 283120, 3481, 3784, 3845, 5290, 5921, 60, 7490","2261, 3767, 6609, 6833, 7428","10155, 11281, 129563, 3265, 374879, 4893, 54941, 5978, 675, 6928, 9319, 9646",14,5,12,26
Fetal ultrasound soft marker,"29968, 368, 8085","1002, 11277, 114791, 123606, 182, 23191, 23353, 26047, 26227, 2719, 29841, 3664, 3757, 412, 5087, 55636, 5723, 6469, 6473, 6899, 6928, 81614, 860","100128927, 100151683, 10128, 10274, 10398, 10463, 10472, 10682, 11011, 117581, 1182, 1317, 139818, 1656, 1836, 1947, 200734, 202018, 2187, 2188, 2200, 2258, 2271, 22800, 22808, 2294, 23040, 23384, 23556, 25978, 26153, 26235, 2627, 26834, 27315, 2783, 284058, 284098, 28952, 2896, 3190, 3239, 3265, 3339, 3708, 374879, 3845, 3911, 3930, 4054, 4076, 4137, 4149, 4625, 4893, 4927, 5062, 51021, 5167, 5189, 5190, 5192, 5193, 5194, 5195, 526, 5277, 5297, 54209, 5447, 54664, 54796, 54870, 54903, 55252, 55650, 55670, 55690, 55784, 55901, 5663, 56896, 57020, 57211, 57465, 5781, 5824, 5828, 5830, 5879, 5894, 5922, 5977, 6016, 6237, 6263, 6654, 6655, 673, 7355, 7415, 7473, 7490, 7547, 775, 79633, 79796, 79803, 8216, 84231, 84342, 84720, 84992, 8504, 867, 8799, 8878, 91179, 9321, 93210, 93627, 9409, 9487, 9578, 9719, 9897",3,23,126,129
Abnormal number of teeth,"10913, 11005, 11128, 1186, 126695, 128178, 132884, 134218, 142680, 150468, 1748, 1896, 197131, 2121, 2132, 222663, 2248, 2255, 2260, 2296, 23314, 23483, 23592, 249, 2588, 2619, 2778, 284252, 28962, 29123, 324, 3400, 3572, 374654, 3914, 4038, 4040, 4487, 4763, 4810, 4920, 4921, 5083, 50937, 51082, 5116, 5156, 51728, 5251, 5308, 54084, 5426, 5479, 54880, 55212, 55636, 5567, 55703, 5573, 5744, 57539, 57589, 5818, 583, 5982, 6228, 6299, 63901, 64135, 6469, 64840, 652, 6662, 7048, 7050, 716, 7480, 760, 80199, 80326, 8085, 8313, 84265, 860, 865, 9533, 9842, 999",,"1001, 100151683, 10060, 10075, 10082, 1009, 10195, 10235, 10262, 10265, 10269, 1028, 10293, 10297, 10312, 10371, 10491, 1062, 10651, 10659, 10660, 10682, 10683, 10733, 10735, 10749, 1075, 10806, 10815, 10847, 10908, 10940, 10991, 11014, 11020, 112752, 11285, 113189, 11342, 114049, 114548, 1161, 116150, 117581, 1184, 118429, 120227, 1213, 121340, 123016, 124583, 126792, 1277, 1278, 1280, 128674, 129285, 1297, 1298, 129880, 1299, 1300, 1301, 1302, 1308, 1311, 132320, 134701, 135886, 138050, 1387, 139285, 1436, 145173, 145258, 145873, 147372, 1487, 1499, 1500, 1513, 1523, 153241, 155368, 155382, 157570, 157657, 157680, 1594, 16, 161742, 162514, 1630, 166379, 166929, 168667, 170689, 170691, 1717, 1718, 1723, 1736, 1739, 1747, 1749, 175, 1750, 1758, 1759, 176, 1763, 1788, 1804, 1832, 1836, 1848, 1855, 1857, 1859, 1906, 1909, 1917, 1947, 1954, 2006, 200734, 202018, 2033, 203859, 2067, 207, 2071, 2072, 2074, 2077, 2122, 2131, 2137, 2146, 2182, 2192, 219844, 2200, 2201, 221496, 2245, 2253, 2254, 2257, 2261, 2263, 22800, 22808, 22827, 22837, 22856, 22858, 22866, 2290, 22906, 22954, 22995, 23007, 23019, 23097, 23118, 23129, 2316, 23162, 23169, 2317, 23184, 23213, 23219, 23233, 23241, 23261, 23322, 23334, 2335, 23363, 23384, 23394, 23432, 23498, 23522, 23545, 2355, 23586, 23594, 23630, 23761, 23767, 2517, 2535, 2542, 2555, 255758, 2558, 2561, 2566, 257, 25836, 25839, 25871, 25885, 25886, 2590, 2591, 25911, 25973, 25977, 26005, 26123, 26128, 26146, 26160, 26175, 26227, 26229, 26277, 2629, 26503, 26608, 2688, 2690, 2692, 2693, 2697, 26999, 27152, 2719, 2720, 27241, 27343, 2735, 2736, 2737, 2773, 2783, 2799, 283120, 283450, 284111, 285025, 28514, 285203, 285362, 285590, 286053, 2879, 28981, 2906, 29072, 2969, 2972, 29887, 29895, 2990, 29940, 29957, 29968, 29980, 3110, 3190, 3207, 3209, 3239, 3248, 3265, 3313, 3339, 340419, 3417, 3418, 342184, 3423, 3425, 3479, 3480, 3481, 3483, 348980, 3516, 3547, 3549, 3551, 3557, 3561, 3590, 3636, 3664, 372, 3730, 3737, 3745, 3747, 3756, 3759, 3762, 3782, 3835, 3845, 3861, 387, 387119, 387733, 389549, 3899, 3911, 392255, 3930, 3954, 3955, 3977, 3984, 4000, 4001, 4010, 4041, 4052, 4053, 4054, 406932, 4087, 4088, 4089, 4094, 411, 4125, 4126, 4148, 415, 4174, 4222, 4233, 4256, 4281, 4297, 4313, 4318, 4322, 4323, 4488, 4507, 4591, 4613, 4621, 4669, 4750, 4758, 477, 478, 4784, 4792, 4796, 4838, 4851, 4853, 4867, 4869, 4880, 4882, 4883, 4893, 4915, 4952, 4982, 49855, 4998, 5000, 5015, 5033, 5034, 50485, 50515, 5073, 5077, 50814, 50964, 51, 51025, 51053, 51057, 51085, 51098, 51119, 51199, 51259, 5130, 51343, 51360, 5139, 51412, 5144, 51594, 51626, 51659, 5167, 51684, 51715, 51741, 51750, 5176, 51776, 5190, 5191, 523, 526, 5277, 5286, 5295, 5307, 5324, 5331, 5332, 5351, 5352, 5358, 53834, 54, 54101, 54187, 54209, 5447, 5449, 545, 54517, 54567, 5457, 54585, 54756, 5476, 54808, 54848, 54872, 54903, 54928, 5500, 55012, 55033, 55112, 55131, 55135, 55151, 55152, 55181, 55191, 5530, 55315, 55325, 55343, 55503, 55505, 55593, 55599, 55603, 55650, 55651, 5566, 55697, 55699, 55717, 55764, 55790, 55835, 55858, 55869, 55906, 5593, 5594, 5604, 5605, 56172, 5626, 56603, 5689, 56915, 56975, 57020, 57167, 5727, 5745, 57492, 57514, 57545, 57560, 57572, 57647, 57688, 57728, 5781, 57822, 579, 582, 5830, 5831, 585, 5881, 5885, 5888, 5894, 5898, 5932, 59341, 5977, 5980, 60, 6016, 6023, 60529, 60675, 60676, 60681, 6134, 6137, 6197, 6237, 6239, 6323, 6328, 633, 6334, 63895, 6399, 64065, 64094, 641, 64131, 64132, 64175, 6424, 64324, 64327, 64359, 64388, 64412, 6448, 6452, 6468, 64682, 6473, 64802, 64841, 649, 6491, 64919, 6496, 6497, 650, 6506, 65082, 65250, 653361, 6578, 658, 6597, 6598, 65992, 6605, 6628, 6654, 6655, 6657, 6658, 6663, 6678, 6697, 6729, 673, 6774, 6777, 6786, 6804, 6870, 6885, 6905, 6910, 6911, 6913, 6916, 6926, 6938, 6949, 695, 6997, 7012, 7015, 7020, 7021, 7039, 7040, 7042, 7043, 7046, 7066, 7080, 715, 7189, 7204, 7227, 727857, 7291, 7298, 7305, 7341, 7403, 7421, 7458, 7461, 7468, 7469, 7471, 7473, 7474, 7475, 7476, 7518, 7532, 7543, 7546, 755, 7704, 773, 774, 781, 7840, 78989, 79005, 79087, 79140, 79158, 79577, 79583, 79625, 79631, 79633, 79644, 79650, 79659, 79705, 79738, 79796, 79809, 79867, 79876, 79879, 79902, 79947, 79977, 80067, 80169, 80173, 80184, 80185, 8022, 80254, 8036, 8074, 8091, 8092, 8120, 81620, 81794, 81796, 81848, 8195, 8200, 8216, 8243, 8260, 8318, 83452, 83479, 83706, 83987, 83999, 84068, 84100, 84126, 84163, 84172, 84181, 84188, 84277, 8443, 84504, 84572, 846, 84667, 8468, 84700, 8481, 84919, 8493, 84976, 84984, 8517, 85301, 8540, 8600, 8626, 867, 871, 8792, 8813, 8820, 8822, 8831, 8838, 8867, 8928, 8942, 8945, 8985, 89884, 89891, 89970, 90, 9031, 9060, 9076, 90993, 91147, 91179, 91252, 9126, 9131, 91461, 91754, 92002, 92344, 9241, 9247, 92482, 9321, 9343, 93587, 9361, 9365, 9382, 9394, 9401, 9411, 9419, 9427, 9451, 9469, 9487, 9496, 9508, 9509, 9568, 9569, 9573, 9578, 9653, 9663, 9690, 9698, 9719, 9742, 9759, 9775, 9786, 9791, 9820, 9851, 9871, 9896, 990, 9917, 9935, 9939, 9949, 998",88,0,776,864
Abnormal activity of mitochondrial respiratory chain,"10102, 10128, 1020, 10939, 112812, 115286, 116228, 119559, 122961, 123263, 124454, 125170, 126328, 128240, 132001, 1327, 1339, 137682, 1468, 1537, 1716, 200205, 23479, 25821, 25828, 26235, 2671, 27089, 27247, 283459, 284184, 28976, 29960, 374291, 388962, 400916, 4358, 4535, 4536, 4537, 4567, 4694, 4695, 4700, 4702, 4704, 4705, 4709, 4713, 4714, 4715, 4716, 4718, 4719, 4720, 4722, 4723, 4724, 4726, 4728, 4729, 493753, 4976, 50484, 51021, 51067, 51079, 51102, 51103, 51117, 51241, 51300, 51649, 54148, 5428, 54539, 54675, 54802, 54902, 54931, 54968, 55037, 55572, 55687, 55750, 55967, 56945, 57038, 57176, 57505, 57570, 60528, 617, 6182, 6389, 63899, 6390, 6392, 64116, 708, 7084, 7381, 7388, 790955, 79133, 79587, 79731, 79736, 80224, 80324, 84334, 84340, 84705, 85476, 8802, 8803, 9054, 90624, 9131, 91942, 92609, 9377, 9997","10063, 1329, 4540, 58472","100131801, 100303755, 25915, 27245, 28958, 29078, 291, 29928, 3735, 388753, 4556, 4697, 498, 513, 514, 55278, 55699, 55863, 6329, 63931, 64432, 80308, 84300, 91574, 91647, 9200, 92667",123,4,27,150
Abnormal anatomic location of the heart,"10991, 200894, 2626, 2657, 4838, 7547",6910,"1000, 100128908, 10084, 10126, 10269, 10309, 10464, 10560, 10847, 115399, 115948, 118856, 123016, 123872, 132884, 139212, 146845, 152110, 153241, 161582, 164781, 168507, 1767, 1770, 1954, 197131, 200373, 203286, 2121, 2187, 219844, 219854, 220136, 221421, 2302, 23090, 23116, 23241, 23247, 23322, 23483, 23568, 23639, 246176, 25776, 25790, 25914, 25970, 25981, 26123, 2622, 27019, 27031, 27077, 27130, 27148, 2735, 284086, 339829, 345643, 345895, 352909, 3664, 374407, 388389, 4000, 403, 4087, 4487, 5015, 5062, 51259, 51314, 51364, 5147, 51626, 51684, 5311, 5396, 54014, 54585, 54768, 54806, 54880, 54903, 54919, 54970, 55036, 55130, 55172, 55329, 5566, 5567, 55788, 55997, 56623, 56683, 57096, 57545, 5818, 6091, 6103, 63895, 64446, 65062, 65250, 6674, 745, 7490, 7543, 78987, 79583, 79600, 79645, 79770, 79848, 79867, 79925, 79989, 80173, 80184, 80210, 80776, 80781, 83538, 83544, 8382, 83861, 84314, 84667, 8481, 85016, 85452, 85478, 8626, 8701, 89765, 91147, 92749, 93, 93233, 95681, 9731, 9786, 9851",6,1,145,151
Abnormal liver enzyme activity or concentration,"189, 229, 5009, 5256, 5257, 5836","1543, 2067, 3146, 355, 4968, 581, 596, 6404, 653361, 7099","132158, 133686, 162417, 1807, 2542, 51733, 5261, 9380",6,10,8,14
Corneal neovascularization,"2296, 2706, 4070, 4921, 5080","1289, 6513, 664, 7076, 7124, 7422","10804, 1282, 1312, 1545, 2068, 221037, 2255, 2261, 2263, 22861, 2812, 421, 51360, 54765, 55768, 6239, 6720, 6899, 7290, 7353, 7490, 9632",5,6,22,27
Neoplasm of the eye,"11200, 1643, 2068, 2071, 2072, 2073, 23451, 2767, 2776, 4763, 4771, 57105, 5728, 5925, 595, 5979, 6391, 673, 7157, 7248, 7428, 7507, 7508, 8314, 8930",,"100144748, 10483, 161742, 1743, 205717, 207, 2271, 23095, 2956, 3458, 3848, 3858, 4149, 4191, 4693, 5290, 54949, 55654, 6389, 6390, 6392, 6794, 7249, 8402",25,0,24,49
Teratoma,"3110, 3815, 5573, 6794, 8915",,"10297, 2261, 26040, 4437, 50940, 64324",5,0,6,11
Antineutrophil antibody positivity,"1493, 1776, 2113, 26191, 3586, 55024, 5657, 6775, 7128","1437, 186, 2243, 26280, 2813, 4353, 5241, 623, 83259","10095, 10312, 10318, 11277, 1380, 139818, 1499, 1773, 1991, 2213, 2215, 221895, 23308, 2672, 3113, 3115, 3123, 340061, 3500, 355, 356, 3654, 3663, 3684, 4204, 4358, 440275, 50619, 51284, 51311, 5133, 5265, 54899, 60468, 6303, 640, 6696, 6728, 6891, 720, 721, 7292, 7332, 79932, 81570, 83737, 843, 8625",9,9,48,57
Asymmetric septal hypertrophy,"4624, 4625, 4633, 51422, 80206, 859","1291, 1293, 1674, 178, 203859, 2218, 23345, 23347, 2717, 27433, 4607, 57449, 57538, 6442, 7137, 7139, 7168, 7276","138050, 2799, 4669, 51778, 54800, 6448, 85366",6,18,7,13
Centrally nucleated skeletal muscle fibers,"1785, 182, 22954, 274, 4534, 4625, 57190, 58, 6261, 7273, 825, 859, 9499","1756, 22985, 23499, 30011, 3308, 3908","10290, 10367, 10585, 1073, 11149, 124093, 1291, 1292, 146862, 23224, 23345, 23534, 23676, 26092, 284119, 311, 3156, 3178, 3181, 4151, 4618, 51776, 5428, 54344, 56652, 57211, 6240, 6263, 6329, 64374, 64419, 6606, 6786, 7169, 7170, 729359, 779, 79912, 8087, 84033, 844, 84876, 85365, 90523, 9325, 9453, 9782",13,6,47,60
Abnormal skull base morphology,"10736, 132884, 139285, 1859, 2121, 2248, 2263, 2316, 2317, 392255, 3930, 4281, 4488, 5307, 55636, 57545, 64324, 6598, 8792, 998",,"1000, 1001, 100151683, 10060, 10082, 10195, 10235, 10262, 10269, 1028, 10293, 10297, 10300, 10312, 10329, 10371, 10491, 10585, 1062, 10660, 10682, 10683, 10733, 10804, 10847, 10908, 10940, 10978, 10984, 11005, 11014, 11041, 11128, 11212, 112752, 11285, 113189, 11340, 114548, 1184, 118429, 1186, 120227, 121340, 124583, 124997, 126792, 1277, 1278, 1280, 1282, 128674, 128869, 129285, 129685, 1297, 1298, 1299, 1300, 1301, 1302, 1311, 1317, 134218, 134701, 1376, 138050, 1387, 142680, 1436, 145258, 145873, 148789, 150468, 1513, 153241, 157570, 157922, 1594, 1605, 161742, 1654, 166929, 168667, 170691, 171023, 1717, 1718, 1723, 1747, 1749, 175, 1750, 1758, 176, 1763, 1788, 18, 1801, 1802, 1836, 1855, 1857, 1906, 1909, 1947, 1954, 196528, 1974, 200734, 202018, 203068, 2033, 203859, 2073, 2077, 2122, 2131, 2132, 2137, 2146, 2192, 219844, 2200, 2201, 2218, 222663, 2239, 2245, 2253, 2254, 2255, 2260, 2261, 22800, 22808, 22827, 22856, 22858, 22931, 22943, 2296, 22995, 23007, 23118, 23126, 23169, 23184, 23203, 23213, 23219, 23233, 23241, 23258, 23314, 23322, 2335, 23363, 23384, 23387, 23432, 23483, 23498, 23522, 23545, 23556, 23586, 23592, 23594, 23761, 249, 2517, 2535, 253738, 255758, 257, 25836, 25839, 2588, 25885, 25886, 2590, 2591, 25911, 25970, 26005, 26040, 26123, 26137, 26146, 26160, 26175, 26227, 26229, 26235, 26503, 26576, 267010, 2683, 26834, 2688, 2690, 2692, 2693, 2697, 27031, 2706, 27077, 27152, 2719, 2720, 27245, 27247, 27315, 27316, 27343, 2736, 2737, 2773, 2778, 2799, 283120, 284086, 285203, 285362, 285489, 285590, 286053, 2879, 28952, 28962, 28981, 29072, 29123, 2972, 29887, 29895, 2990, 29940, 29954, 29957, 29968, 29980, 30813, 3110, 3207, 3209, 3239, 3248, 3265, 3313, 3339, 3400, 340419, 3417, 3418, 342035, 342184, 3423, 3425, 3479, 3480, 3481, 348180, 3483, 3516, 3547, 3549, 3551, 3557, 3561, 3572, 3636, 37, 372, 374654, 3759, 3784, 3798, 3835, 3845, 387733, 388015, 3899, 3911, 3955, 3977, 4000, 4010, 4038, 4041, 4052, 4053, 4054, 406932, 4081, 4087, 4088, 4089, 411, 4125, 4126, 4148, 415, 4174, 4222, 4233, 4256, 4297, 4313, 4318, 4322, 4323, 4361, 4507, 4534, 4591, 4593, 4613, 4617, 4621, 4654, 4669, 4718, 4750, 4758, 4763, 4784, 4796, 4849, 4851, 4853, 4854, 4880, 4882, 4883, 4893, 4920, 4921, 4927, 4982, 4983, 4998, 5000, 501, 5015, 5034, 50485, 50515, 5077, 50814, 50964, 51025, 51053, 51082, 51098, 51119, 5116, 51199, 51259, 5130, 51300, 51360, 5139, 5144, 51524, 5159, 51594, 51611, 51626, 51659, 5167, 51684, 51715, 5176, 51776, 5190, 5191, 523, 5251, 526, 529, 5295, 5308, 5324, 5331, 5332, 5340, 5351, 5352, 5358, 5373, 54, 54187, 54209, 5426, 5430, 5447, 5449, 545, 54551, 54567, 54676, 5476, 5479, 54808, 54880, 54903, 54928, 5500, 55033, 55112, 55151, 55191, 55315, 55325, 55343, 55361, 55384, 55503, 55599, 55603, 55605, 55624, 55640, 55650, 5566, 5567, 55697, 55699, 55703, 55719, 5573, 55764, 55777, 55790, 55835, 55858, 55869, 55906, 5593, 5594, 56006, 5604, 5605, 56172, 5626, 56603, 5689, 56896, 56915, 56975, 57020, 57096, 57167, 5744, 5745, 57465, 57492, 57514, 57539, 57560, 57572, 57688, 57716, 57728, 5781, 579, 5830, 5831, 5832, 5879, 5881, 5885, 5894, 5898, 5913, 5932, 59341, 5977, 60, 6016, 6023, 60529, 60676, 60681, 6134, 6137, 6237, 6239, 6299, 633, 63895, 63901, 6399, 64094, 64131, 64132, 64135, 64175, 6424, 64327, 64359, 64412, 6448, 6452, 6468, 6469, 6473, 64802, 64841, 649, 6497, 650, 65062, 65082, 6522, 65250, 6572, 6578, 658, 6597, 65992, 6601, 6602, 6605, 6628, 6654, 6655, 6657, 6658, 6659, 6662, 6664, 6678, 6697, 6729, 673, 6774, 6777, 6786, 6885, 6905, 6910, 6911, 6913, 6916, 6926, 6938, 6949, 695, 699, 701, 7040, 7042, 7043, 7046, 7048, 7066, 7227, 727676, 727857, 7280, 7291, 729920, 7305, 7355, 738, 7421, 7443, 7468, 7471, 7473, 7474, 7475, 7476, 7480, 7518, 7543, 7545, 755, 760, 7704, 7737, 7840, 7846, 78989, 79068, 79087, 79147, 79158, 79577, 79583, 79600, 79631, 79639, 79659, 79705, 79770, 79796, 79809, 79848, 79867, 79879, 80184, 80185, 80199, 80210, 8022, 80254, 80267, 8036, 8074, 80776, 8091, 8092, 81620, 81794, 81796, 8200, 8216, 8239, 8243, 8289, 8318, 83452, 83706, 83987, 84068, 84162, 84188, 84197, 84314, 84342, 8443, 84572, 846, 84667, 84700, 8481, 84892, 8493, 84942, 8496, 8517, 85301, 8540, 8550, 860, 8600, 8626, 867, 871, 8788, 8813, 8815, 8820, 8838, 8884, 8905, 8942, 8945, 89884, 89891, 89970, 90, 9060, 90993, 91147, 91179, 91252, 9126, 9131, 91461, 91754, 9184, 91869, 92002, 9215, 92344, 9241, 9247, 9319, 9321, 9343, 9361, 93627, 9365, 9382, 9401, 9419, 9427, 9451, 9469, 9496, 9533, 9573, 9653, 9663, 9702, 9719, 9723, 9742, 9759, 9775, 9786, 9791, 9820, 9839, 9842, 9851, 9871, 9896, 9897, 990, 9917, 9935, 9939, 9949",20,0,719,739
Abnormal salivary gland morphology,"2255, 2261, 2263, 3845, 5324, 6949, 8626","1896, 23405, 238, 2778, 4602, 5979, 6098, 8935","207, 2956, 3123, 3664, 4067, 4072, 4292, 4436, 488, 4967, 5290, 5378, 5395, 56244, 567, 5696, 57822, 64127, 7048, 7852, 81858",7,8,21,28
Distal lower limb muscle weakness,"10020, 10229, 121512, 127833, 1674, 1785, 203859, 215, 2318, 23299, 23676, 26353, 26580, 2705, 2992, 29967, 3094, 3098, 3315, 353116, 375790, 4000, 400916, 4311, 4359, 4625, 4747, 5339, 5375, 5376, 54332, 547, 55526, 57716, 59341, 59345, 6253, 6305, 64856, 65055, 6652, 6709, 7170, 7273, 7415, 7879, 80208, 8291, 8557, 9131, 9517, 9782, 9927","1201, 291, 4650, 478, 51422, 6261, 6647, 8898","10073, 100996717, 101060691, 10397, 10516, 10755, 10908, 1103, 11117, 11284, 122622, 126129, 1305, 1757, 1959, 200205, 2137, 2218, 22880, 23259, 2617, 29925, 3035, 3714, 4137, 4508, 4547, 4649, 51062, 55775, 57410, 5825, 595, 60482, 64419, 6572, 6576, 6616, 6843, 7428, 7453, 79048, 81846, 8884, 8988, 91574, 9990",53,8,47,100
Diffuse palmoplantar hyperkeratosis,"362, 3848, 3857, 3868, 57152, 79651, 9342",,"11012, 3728, 54800",7,0,3,10
Papilloma,"10519, 11322, 146206, 147138, 207, 2324, 2624, 3265, 4893, 5133, 5290, 5295, 5728, 6390, 64840, 6789, 6929, 7157, 7174, 7507, 7508, 7852, 81704, 920, 940","1029, 28969, 4781, 7097, 7099","100144748, 10483, 10625, 1643, 1893, 205717, 2068, 2071, 2072, 2073, 23308, 29760, 29927, 324, 3507, 3543, 3574, 399, 4437, 488, 5293, 5424, 54440, 55072, 56262, 6391, 6392, 64421, 6688, 8517, 8547, 973, 974",25,5,33,58
Late young adult onset,"1436, 2670, 3930, 4137, 5071, 540, 5428, 5621, 5663, 5664, 5728, 7415, 859, 9217","2194, 2261, 2548, 2624, 3265, 3630, 5009, 5238, 667","10059, 11232, 1135, 116085, 1181, 1593, 219285, 256471, 29967, 3075, 311, 3315, 3741, 3767, 400916, 4072, 4287, 4311, 4625, 4668, 54834, 55800, 55863, 5961, 7515, 785, 84839, 8867, 9563",14,9,29,43
Abnormal length of corpus callosum,129685,10716,"10073, 197, 1974, 2355, 3694, 4047, 5162, 57282, 7355",1,1,9,10
Digenic inheritance,"10599, 10804, 128, 23347, 2706, 28234, 4750, 7298",2798,"1187, 1188, 1789, 2707, 392255, 55791, 79659, 9573",8,1,8,16
Abnormality of neutrophils,"10312, 10320, 10430, 10456, 1053, 1130, 114548, 134218, 1441, 1535, 1536, 157680, 171023, 1991, 201294, 204, 2120, 2122, 2175, 2176, 2177, 219285, 2215, 2271, 2542, 2623, 26277, 2672, 2821, 28956, 29128, 3394, 3458, 3557, 3572, 3575, 3579, 3845, 3930, 4210, 4353, 4478, 4615, 4627, 4688, 4689, 4796, 4860, 4869, 5052, 50943, 51119, 51135, 51311, 51816, 5238, 5293, 5294, 5371, 54440, 54790, 54809, 55215, 5551, 5573, 5777, 5873, 5880, 5896, 5993, 6132, 6141, 6165, 6201, 6229, 653361, 6603, 6688, 6729, 6730, 6772, 6774, 6948, 695, 7037, 7098, 7187, 7319, 7454, 7456, 7852, 79415, 79631, 79650, 81570, 843, 84522, 8546, 861, 8943, 90268, 92579, 959, 9837, 987, 9948",6279,"10092, 10459, 10559, 10841, 11224, 112812, 11311, 113235, 114803, 119559, 136647, 139818, 148022, 148867, 1493, 150274, 16, 166785, 1729, 1736, 175, 1789, 2068, 2071, 2178, 2187, 2188, 2189, 23241, 2328, 23308, 23451, 2530, 2582, 25839, 25974, 26235, 2624, 26525, 27429, 28755, 29071, 29110, 2937, 2961, 29760, 29851, 29927, 3070, 3106, 326625, 331, 3507, 3543, 355, 356, 359948, 3815, 3937, 3981, 404672, 4068, 4194, 4261, 4522, 4548, 4552, 4594, 4598, 4700, 4893, 4926, 50485, 5073, 5095, 5096, 51362, 51567, 51594, 51645, 51750, 5295, 5373, 54, 546, 54880, 54888, 54892, 55027, 55135, 55294, 55343, 55505, 55651, 55699, 55788, 56262, 57169, 57724, 5826, 5914, 5971, 5994, 6023, 6125, 6133, 6135, 6138, 6154, 6155, 6160, 6204, 6208, 6210, 6218, 6223, 6224, 6231, 6232, 6234, 6235, 6427, 64682, 64859, 65082, 6573, 6728, 6775, 6777, 6789, 6813, 6897, 6901, 6929, 7012, 7015, 7036, 7066, 7174, 7298, 7704, 7737, 78987, 79718, 80169, 8029, 816, 81608, 81622, 81693, 833, 83737, 83879, 84888, 8517, 8625, 867, 8676, 90121, 9158, 9401, 9451, 958, 96459, 973, 974, 9841, 9997",106,1,168,274
Abnormal thymus morphology,"100, 207, 23129, 3561, 55388, 57217, 5896, 5897, 6899, 8456",1134,"1026, 1027, 1030, 1031, 10714, 11128, 1161, 118429, 1312, 137814, 199857, 204, 221037, 2812, 341640, 421, 4221, 4524, 472, 51082, 5297, 55636, 56160, 57216, 5728, 57724, 5830, 6097, 6239, 64421, 6499, 6909, 6949, 7020, 7290, 7353, 7454, 7456, 80144, 8085, 84172, 8425, 84876, 8626, 91754, 92579, 9533, 9632, 9652",10,1,49,59
