Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Drusen,"10002, 10383, 10461, 10878, 114902, 123016, 130557, 1406, 145226, 1495, 157657, 167691, 196, 2202, 23020, 23370, 23418, 23568, 23746, 24, 24148, 26022, 26121, 26160, 2978, 2979, 3000, 3075, 3078, 3426, 346007, 348, 3614, 3617, 368, 388939, 403, 4117, 4751, 4901, 49855, 50939, 5130, 5145, 54806, 55624, 55812, 55857, 57096, 57545, 57670, 57709, 583, 5949, 5961, 5995, 6017, 6094, 6100, 6101, 6103, 6121, 64131, 64132, 64218, 64802, 7275, 7287, 7399, 7401, 7439, 768206, 7840, 79797, 79947, 80184, 8100, 83552, 83715, 84100, 84140, 8481, 85015, 8842, 9094, 92211, 9227, 92840, 94137, 9657, 9742, 9785","1593, 285440, 3832, 59336","10210, 10516, 10594, 112752, 1258, 1259, 138050, 25794, 3419, 3420, 343035, 375298, 3769, 392255, 51259, 5148, 5158, 55975, 582, 6010, 60509, 6102, 6295, 762, 79934, 83872, 9128, 9129",92,4,28,120
Dry skin,"100, 1019, 1029, 10295, 10457, 10714, 10913, 11005, 11128, 11277, 114803, 1161, 117581, 121214, 126410, 127534, 128178, 128674, 136647, 1474, 1476, 1487, 1493, 151516, 1643, 1896, 19, 2068, 2072, 2222, 224, 22845, 22861, 23013, 2312, 23328, 242, 2531, 25913, 25939, 26154, 26277, 2697, 2707, 2767, 284252, 2934, 3417, 348938, 3561, 3643, 3845, 3848, 3861, 388698, 3954, 3981, 412, 4157, 4255, 4286, 440138, 4733, 4792, 4853, 4914, 5053, 5116, 51360, 5184, 5191, 5264, 5283, 538, 54101, 54872, 54888, 55012, 55630, 55636, 55770, 5587, 5594, 5604, 5605, 56916, 57511, 57654, 5781, 5896, 5897, 59344, 5965, 6023, 6304, 64135, 64421, 64834, 65057, 6528, 6657, 6660, 673, 6785, 6820, 7015, 7051, 7067, 7133, 7201, 7319, 7480, 7507, 7508, 80326, 816, 846, 84905, 857, 8626, 8799, 9071, 9076, 9325, 9487, 9526, 9915",360,"100147744, 100151683, 103, 1030, 10535, 1075, 10815, 112752, 134353, 1482, 16, 1650, 165918, 200734, 2071, 2073, 2074, 2260, 2355, 238, 2517, 253959, 2550, 2783, 283209, 284058, 2961, 3575, 3832, 404672, 4308, 4668, 4893, 4953, 5015, 51163, 5429, 54386, 55181, 55719, 5699, 56992, 5894, 5908, 6261, 64127, 643418, 6499, 6658, 6897, 7200, 7252, 7468, 7469, 7737, 7849, 79621, 79644, 831, 8314, 833, 84153, 8481, 8815, 8820, 8942, 91039, 9180, 91875, 940, 9652, 9837, 9839",127,1,73,200
Duplicated collecting system,"1717, 182, 2175, 23126, 3909, 3918, 55593, 5594, 7148, 7403, 80781, 8085, 8626","25789, 348654, 6197","2176, 2177, 2178, 2187, 2188, 2189, 3376, 3914, 5277, 5700, 8036, 9487, 9894",13,3,13,26
Duplication of thumb phalanx,"157570, 1855, 2175, 2177, 2255, 2261, 2263, 22856, 2702, 2703, 27152, 2735, 2737, 374654, 6223, 6299, 658, 6910, 71, 8200","4040, 64327, 6469, 650","10992, 11224, 124583, 2176, 2178, 2187, 2188, 2189, 2623, 29089, 5053, 51339, 51715, 51816, 54880, 55012, 55027, 57122, 60, 6125, 6132, 6133, 6135, 6138, 6141, 6154, 6155, 6160, 6165, 6201, 6204, 6210, 6218, 6224, 6229, 6231, 6232, 6234, 6235, 6472, 6608, 8260, 90121",20,4,43,63
Dynein arm defect of respiratory motile cilia,"123872, 1770, 27019, 339829, 352909, 51364, 54919, 54970, 56171, 6674, 85016, 93233",,"115948, 23639, 388389, 51314, 56683, 64446, 83544",12,0,7,19
Dysgammaglobulinemia,"331, 4068, 8517","29851, 3551, 695","4683, 959",3,3,2,5
Dyskinesia,"10128, 10367, 10463, 10533, 10559, 10659, 10846, 111, 11200, 112476, 11284, 11315, 116150, 116442, 120892, 131118, 1593, 170302, 175, 1759, 1807, 1981, 203228, 2257, 2259, 22866, 22868, 2290, 22906, 23230, 23316, 23317, 23334, 23400, 23516, 2512, 2555, 2561, 2562, 25953, 25973, 25977, 26058, 26100, 2629, 26999, 27235, 2775, 2778, 283989, 284111, 285175, 2902, 2904, 2956, 29960, 348980, 3658, 3708, 3736, 3737, 3745, 3747, 3766, 3781, 38, 4072, 4191, 4292, 4361, 4436, 4508, 4535, 4536, 4537, 4538, 4540, 4541, 472, 4724, 4728, 4761, 477, 478, 4915, 5071, 51079, 51227, 51343, 51412, 5155, 51728, 51741, 5293, 5354, 5395, 5420, 5426, 54832, 5530, 55361, 55737, 56915, 5813, 6224, 6314, 6323, 6324, 6326, 6328, 6334, 64218, 64802, 65018, 6506, 6513, 6531, 6567, 6571, 6622, 6792, 6812, 6857, 7345, 7504, 7532, 773, 774, 79188, 79751, 79876, 79947, 80025, 80055, 80746, 8398, 8573, 8575, 8831, 8867, 8878, 90417, 90522, 9568, 9829","10459, 1268, 1312, 1630, 256472, 259232, 4988, 57658, 627, 7133, 9053, 92749","10352, 10522, 10991, 1119, 113235, 1213, 129607, 1353, 140679, 1468, 150094, 16, 1644, 1654, 1917, 23097, 23219, 23241, 23312, 2558, 2566, 25814, 2583, 25978, 27429, 2906, 2917, 3845, 4566, 4567, 4577, 4578, 4595, 4863, 51102, 5159, 523, 5290, 5378, 5424, 54828, 55152, 55699, 57462, 57520, 57704, 58494, 64374, 657, 6575, 675, 6821, 7048, 781, 79903, 8120, 816, 81603, 8675, 87178, 9091, 9213",145,12,62,207
Dysphagia,"10049, 10059, 101060691, 10128, 10133, 10273, 10280, 103, 10324, 10342, 10382, 10528, 10533, 10558, 10577, 10630, 10743, 10755, 10973, 1103, 11128, 11160, 112, 113278, 1134, 1144, 1145, 116461, 1180, 120892, 1287, 1288, 128989, 1294, 1305, 131377, 138050, 1410, 1436, 1482, 1490, 1497, 1499, 150094, 1600, 1639, 1641, 1644, 1678, 1716, 1739, 1748, 1760, 1822, 1861, 1890, 1893, 1974, 1981, 2055, 2058, 2066, 215, 222663, 2253, 2255, 2260, 2261, 2263, 22827, 22943, 23013, 23025, 23064, 23129, 2318, 23230, 23259, 23312, 23314, 23394, 23400, 23435, 23446, 23503, 23534, 23556, 23636, 2395, 246243, 2512, 2521, 253738, 25793, 2581, 25814, 2583, 25885, 25953, 25978, 26040, 26058, 2619, 26235, 26278, 2639, 2643, 2670, 2705, 271, 2720, 27235, 27286, 2736, 2775, 2783, 2799, 283, 283989, 284119, 2902, 2911, 29110, 2934, 2982, 29926, 29967, 29978, 3064, 3074, 311, 3145, 3156, 3178, 3181, 3418, 343641, 348, 353116, 3572, 361, 3664, 367, 3679, 3708, 3736, 3748, 3752, 375790, 3798, 3815, 389827, 390594, 3908, 3913, 391356, 3980, 4001, 400916, 4010, 4151, 4204, 427, 4281, 4287, 4312, 4358, 4359, 443, 4487, 4508, 4535, 4536, 4537, 4538, 4593, 4620, 4633, 4649, 4703, 473, 4744, 4747, 4750, 4763, 4771, 478, 4841, 4854, 4864, 4914, 492, 4976, 50484, 5081, 51008, 5111, 51112, 51117, 51305, 5156, 5189, 5216, 5251, 5277, 5297, 53371, 5339, 5354, 5376, 538, 5393, 540, 54209, 5428, 54820, 54832, 54897, 54902, 55612, 55636, 55697, 55703, 55737, 5582, 5590, 55906, 55975, 5621, 5630, 5631, 5649, 5660, 5663, 56652, 56896, 56915, 56947, 57462, 57589, 57679, 57724, 57731, 57822, 58, 5818, 5837, 5860, 60482, 6240, 6304, 6310, 6311, 6314, 6315, 6326, 6328, 6329, 6389, 6390, 6391, 6392, 63976, 64207, 64432, 6469, 65055, 6509, 652, 65993, 6616, 6622, 6647, 6662, 6687, 673, 6774, 6792, 6812, 6872, 7084, 710, 7138, 7169, 7170, 72, 7204, 729359, 7298, 7314, 7337, 7343, 7415, 7466, 7515, 7528, 755, 7555, 773, 775, 7798, 7849, 790, 79042, 79147, 79152, 79577, 79581, 79587, 79784, 7994, 79977, 80025, 80208, 80704, 80746, 8106, 8148, 8260, 8291, 8292, 84466, 84665, 84842, 84976, 85021, 8506, 8514, 8567, 857, 8573, 8626, 8878, 8928, 899, 9217, 92667, 9289, 9325, 9373, 93986, 9411, 9420, 9440, 9499, 950, 9757, 9782, 9897, 999","1959, 254102, 6331, 9927","100996717, 10157, 10277, 10300, 10320, 10352, 10479, 10526, 10588, 10667, 10735, 10891, 10935, 10939, 11232, 11267, 11284, 116150, 120, 1200, 122553, 1235, 126, 127833, 129607, 132001, 140679, 146057, 146206, 146862, 1593, 1610, 1674, 170302, 171546, 182, 1841, 1859, 1984, 201163, 2131, 2132, 220296, 22837, 22872, 23007, 23111, 23219, 23221, 23317, 2332, 23499, 23522, 23533, 2483, 2495, 255928, 2563, 2629, 2673, 26834, 27245, 2733, 27429, 2776, 2782, 283446, 28514, 28957, 2906, 291, 29123, 2917, 3028, 3106, 3117, 3119, 3123, 3208, 3211, 3251, 3339, 339855, 3417, 351, 3663, 374879, 387119, 3930, 3977, 4076, 4123, 4137, 4297, 4509, 4540, 4541, 4566, 4567, 4568, 4576, 4577, 4578, 4626, 4629, 4700, 4704, 4719, 4722, 4758, 4761, 477, 4838, 4842, 4929, 4948, 498, 50628, 50937, 51, 51067, 51091, 51102, 51132, 5119, 51227, 51322, 51324, 5155, 5159, 51704, 51776, 5444, 5445, 5446, 54704, 54834, 54840, 54848, 54892, 55699, 55768, 55773, 55823, 55830, 5605, 56203, 5654, 57190, 5727, 57704, 5805, 5825, 5832, 58494, 5917, 59336, 5980, 60, 6324, 6491, 6496, 6497, 6507, 6513, 6515, 6536, 6558, 6572, 6575, 6576, 6651, 6843, 6904, 6908, 6997, 7050, 7156, 724066, 7345, 7407, 7443, 7543, 7546, 7750, 79644, 79651, 79751, 79848, 79903, 79912, 79932, 80308, 81603, 81790, 8243, 8314, 83480, 8398, 84081, 84617, 84909, 8510, 8575, 8622, 8659, 8867, 8913, 9091, 91574, 91942, 9200, 9213, 9244, 9361, 9409, 9562, 9570, 9627, 9723, 9839, 9896",350,4,222,572
Dysphonia,"10382, 127833, 2006, 2395, 2521, 2774, 2778, 400916, 427, 51305, 55145, 56652, 6647, 7849, 79734, 8106, 9757, 9782",,"10133, 10290, 10891, 1103, 114049, 116150, 1293, 1305, 135886, 136647, 1410, 1482, 155368, 155382, 1593, 16, 1610, 1639, 1716, 1743, 1788, 1896, 2034, 2066, 2068, 2071, 22, 2271, 22872, 23025, 23095, 23230, 23435, 23503, 246243, 2512, 25792, 2583, 25885, 25978, 26608, 2670, 27010, 27235, 27286, 2733, 274, 283, 29110, 2961, 2969, 29967, 29978, 3098, 311, 3145, 3178, 3181, 3300, 3339, 343641, 367, 375790, 3984, 404672, 4149, 4191, 4649, 4744, 4750, 4758, 4763, 4841, 4854, 50484, 518, 5216, 5297, 54209, 5428, 5444, 5445, 5446, 54902, 54949, 55654, 55823, 55830, 5630, 5654, 57679, 5832, 5917, 5979, 5982, 60, 60482, 6261, 6311, 6389, 6390, 6391, 6392, 64374, 653361, 6572, 6576, 6616, 6650, 6804, 6843, 6897, 7273, 729359, 7415, 7428, 7458, 7461, 755, 7737, 80025, 8148, 81846, 833, 8402, 84163, 84277, 8468, 8575, 8675, 8878, 899, 9031, 9217, 9256, 92667, 9289, 9569, 9896, 9927",18,0,140,158
Dyspnea,"10019, 10049, 10060, 10102, 10144, 10155, 10229, 10342, 10551, 10568, 10585, 10587, 1080, 10806, 10891, 1103, 11080, 11093, 11155, 112, 112476, 11281, 112812, 113278, 1140, 1144, 1188, 1235, 1278, 1280, 1287, 1288, 129285, 129563, 1314, 1349, 137814, 1387, 1410, 1438, 1439, 1482, 1490, 1610, 1621, 163175, 1639, 166785, 1674, 168667, 170302, 1727, 1756, 1760, 1763, 1776, 1824, 1829, 1832, 1896, 1906, 2006, 201595, 2022, 2033, 2050, 2057, 2066, 21, 2108, 2110, 212, 2200, 2218, 2260, 2261, 2263, 2294, 2301, 23025, 23137, 2316, 2318, 23394, 23414, 23435, 23479, 23493, 238, 2521, 2548, 255738, 25913, 25953, 25974, 26040, 2627, 26277, 2717, 2719, 2773, 2778, 282996, 283, 283120, 285489, 291, 29110, 2992, 29978, 3043, 3106, 3123, 3141, 3156, 3178, 335, 338, 34, 3417, 3458, 352909, 3557, 3572, 3593, 3654, 3663, 3675, 368, 37, 3717, 3753, 375790, 3759, 3760, 3762, 3763, 3784, 3815, 3872, 389421, 3909, 3910, 3914, 3918, 3949, 3977, 4000, 400916, 4015, 4038, 4054, 4087, 4088, 4089, 4137, 4247, 427, 4358, 440275, 442721, 4508, 4509, 4534, 4535, 4536, 4537, 4538, 4540, 4541, 4556, 4570, 4593, 4607, 4613, 4624, 4625, 4629, 4634, 4649, 4702, 4703, 478, 4869, 4878, 50484, 50485, 5073, 50943, 51053, 51067, 51119, 51422, 51604, 5167, 51750, 51778, 5216, 5236, 5265, 5277, 5308, 5318, 5332, 5339, 5350, 5371, 5373, 54209, 5428, 5444, 5445, 5446, 54539, 546, 54790, 54820, 55681, 5573, 55800, 55863, 5589, 5592, 5649, 56652, 567, 56975, 57057, 57104, 57158, 57531, 57570, 57798, 58, 5837, 5894, 59, 5914, 5978, 60482, 6231, 6303, 6311, 6324, 6327, 6329, 6330, 6331, 6338, 6389, 63895, 64127, 64135, 6439, 6440, 65055, 653509, 6559, 6584, 659, 6609, 6616, 6662, 6696, 6729, 675, 6774, 6777, 686, 6945, 70, 7012, 7015, 7019, 7042, 7043, 7046, 7048, 7080, 7084, 7092, 710, 7112, 7134, 7137, 7139, 7161, 7167, 7168, 7248, 7249, 7273, 727897, 729238, 7317, 7414, 7415, 7454, 7456, 7490, 755, 7704, 7716, 7840, 79087, 79572, 79717, 79718, 79875, 79991, 8021, 8048, 8076, 81031, 8148, 81570, 81608, 826, 8292, 8314, 84466, 8449, 846, 84665, 84705, 8506, 8557, 857, 860, 871, 88, 8813, 8878, 8929, 899, 9131, 91624, 91647, 92667, 9319, 94, 9464, 9496, 9529, 9531, 9631, 9782, 9896",201163,"100151683, 100820829, 10112, 10133, 10269, 10300, 10320, 10370, 10382, 10486, 10526, 10559, 11222, 11231, 11232, 1134, 11342, 1145, 126792, 127833, 1297, 1298, 1299, 1301, 1302, 1305, 1317, 1340, 134218, 1352, 1355, 140628, 1462, 150094, 1528, 162417, 1836, 2077, 2109, 2203, 221264, 2274, 22827, 22845, 22868, 22906, 23040, 23221, 23250, 23594, 2581, 25978, 26119, 2626, 2629, 2702, 27063, 2733, 28981, 29967, 30008, 3052, 311, 3115, 326625, 35, 359948, 3736, 3741, 3769, 3853, 3854, 3868, 388962, 3913, 4004, 4036, 4041, 4141, 4144, 439, 4548, 4566, 4567, 4568, 4574, 4577, 4578, 4594, 4633, 4635, 4638, 4744, 4750, 477, 4926, 498, 4998, 5000, 5015, 51098, 51204, 513, 51343, 514, 51626, 51660, 5250, 526, 5396, 54795, 54800, 54880, 55214, 55503, 55687, 55768, 55830, 55975, 56244, 56270, 5630, 5660, 5663, 5664, 57128, 57222, 57465, 5813, 5910, 5913, 6123, 6234, 6326, 6337, 6340, 6341, 63976, 64132, 64240, 64241, 64412, 6444, 64859, 6507, 65082, 6513, 652, 6572, 6576, 6638, 6647, 6748, 6775, 6834, 6843, 6901, 7512, 7547, 773, 7841, 79053, 79848, 7994, 81620, 8239, 8318, 8320, 84189, 84334, 84570, 84695, 84833, 8675, 8802, 8815, 8818, 8985, 89910, 9015, 91039, 9147, 9217, 9244, 9321, 9343, 9361, 9570, 9646, 990, 9992, 9997",348,1,192,540
Dystrophic fingernails,"10269, 121391, 1294, 1308, 136647, 2068, 2071, 26137, 3106, 3248, 3691, 3845, 4000, 51360, 5317, 547, 5818, 65125, 673, 80326, 860","26277, 3852, 3861, 3868, 3872, 55612","16, 2961, 404672, 54463, 5604, 5605, 6335, 6774, 6897, 7737, 833",21,6,11,32
Ear pain,"207, 4771",,"3853, 3854, 3868, 3872, 5155, 51684, 5290, 6598, 6605, 6608, 7015, 8314, 84231",2,0,13,15
Early young adult onset,"10021, 10371, 1053, 10558, 112476, 1180, 1200, 1280, 1832, 201294, 2100, 23533, 2992, 338328, 3630, 3757, 375748, 3759, 3762, 3972, 3980, 4000, 402381, 5071, 51095, 51284, 51311, 5265, 5428, 54361, 54476, 5610, 5611, 5654, 56652, 567, 58528, 65055, 6606, 6607, 6772, 7273, 8526, 8575, 8671, 8991, 92840, 950","1756, 3953","11149, 138050, 144245, 147872, 22953, 2583, 26092, 3741, 3753, 4897, 5375, 54805, 64170, 6640, 78995, 79734",48,2,16,64
Easy fatigability,"10367, 1103, 1145, 1630, 1785, 1798, 199857, 23479, 2673, 285489, 291, 29925, 3717, 375790, 3939, 4038, 4593, 4649, 4703, 4780, 50484, 50515, 5428, 54790, 56652, 57190, 58, 5913, 6261, 6329, 6389, 6392, 6576, 6786, 6834, 6843, 7040, 7169, 7170, 79731, 79912, 8292, 844, 85365, 8988, 92667, 9531",,"1001, 100151683, 10060, 10082, 10126, 10195, 10235, 10262, 10269, 1028, 10293, 10297, 10312, 10371, 10491, 10585, 1062, 10660, 10682, 10683, 10733, 10847, 10908, 10940, 11005, 11014, 11128, 11232, 112752, 11285, 113189, 1134, 1140, 1144, 114548, 1184, 118429, 1186, 120227, 121340, 124583, 126792, 1277, 1278, 127833, 1280, 128674, 129285, 129607, 1297, 1298, 1299, 1300, 1301, 1302, 1305, 1311, 132884, 134218, 134701, 138050, 1387, 139285, 142680, 1436, 145258, 145873, 150468, 1513, 153241, 157570, 1594, 161742, 166929, 168667, 170691, 1718, 1723, 1747, 1749, 175, 1750, 1758, 176, 1763, 1788, 1836, 1855, 1857, 1890, 1906, 1909, 1947, 1954, 200734, 202018, 2033, 203859, 2077, 2121, 2122, 2131, 2132, 2137, 2146, 2192, 219844, 2200, 2201, 221264, 222663, 2245, 2253, 2254, 2255, 2260, 2261, 2263, 22800, 22808, 22827, 22856, 22858, 22995, 23118, 2316, 23169, 2317, 23184, 23213, 23233, 23314, 23322, 2335, 23363, 23384, 23432, 23483, 23498, 23522, 23545, 23586, 23592, 23594, 23761, 249, 2517, 2535, 255758, 257, 25836, 25839, 2588, 25885, 25886, 2590, 2591, 25911, 26123, 26146, 26160, 26175, 26227, 26229, 26503, 2688, 2690, 2692, 2693, 2697, 27152, 2719, 2720, 27343, 2736, 2737, 2773, 2778, 2799, 283120, 284439, 285203, 285362, 285590, 286053, 2879, 28962, 28981, 29072, 29123, 2972, 29887, 29895, 2990, 29940, 29957, 29968, 29980, 3110, 3190, 3207, 3209, 3239, 3248, 3265, 3313, 3339, 3400, 340419, 3417, 3418, 342184, 3423, 3425, 3479, 3480, 3481, 3483, 3516, 3547, 3549, 3551, 3557, 3561, 3572, 3636, 3679, 372, 374654, 3759, 3835, 3845, 387733, 3899, 3911, 3913, 392255, 3930, 3955, 3977, 3980, 4000, 4010, 4041, 4052, 4053, 4054, 406932, 4087, 4088, 4089, 411, 4125, 4126, 4148, 415, 4174, 4221, 4222, 4233, 4256, 4297, 4313, 4318, 4322, 4323, 4352, 4488, 4507, 4591, 4613, 4621, 4633, 4669, 4750, 4758, 4763, 4784, 4796, 4851, 4853, 4880, 4882, 4883, 4893, 4920, 4921, 4982, 4998, 5000, 5015, 5034, 50485, 5077, 50814, 50964, 51025, 51053, 51082, 51098, 51119, 5116, 51199, 51259, 5130, 51360, 5139, 5144, 5155, 51567, 5159, 51594, 51626, 51659, 5167, 51715, 5176, 51776, 5190, 5191, 5213, 5251, 5295, 5307, 5308, 5324, 5331, 5332, 5351, 5352, 5358, 54, 54187, 54209, 5426, 5447, 5449, 545, 54567, 5476, 5479, 54808, 54903, 54928, 5500, 55033, 55112, 55151, 55191, 55280, 55315, 55325, 55343, 55503, 55599, 55603, 55650, 5566, 5567, 55697, 55699, 55703, 5573, 55750, 55764, 55790, 55835, 55858, 55863, 55869, 55906, 5593, 5594, 5604, 5605, 56172, 5626, 56603, 5689, 56915, 56975, 57020, 57104, 57167, 5744, 5745, 57462, 57492, 57514, 57539, 57545, 57560, 57572, 57688, 57728, 5781, 579, 5830, 5831, 58494, 5881, 5885, 5888, 5894, 5898, 5932, 59341, 5977, 60, 6016, 6023, 60482, 60529, 60676, 60681, 6134, 6137, 6237, 6239, 6299, 633, 6390, 63901, 6399, 64072, 64094, 64131, 64132, 64135, 64175, 6424, 64324, 64327, 64359, 644096, 64412, 64419, 6448, 6452, 6468, 6469, 6473, 64802, 64841, 649, 6497, 650, 65082, 65250, 6572, 6575, 6578, 658, 6597, 6598, 65992, 6605, 6616, 6628, 6654, 6655, 6657, 6658, 6662, 6678, 6697, 6729, 673, 6774, 6777, 6885, 6905, 6910, 6911, 6913, 6916, 6926, 6938, 6949, 695, 7042, 7043, 7046, 7048, 7066, 7227, 7234, 727857, 7291, 7305, 7421, 7468, 7471, 7473, 7474, 7475, 7476, 7480, 7518, 755, 760, 7704, 7840, 78989, 79087, 79158, 79572, 79577, 79583, 79631, 79659, 79705, 79796, 79809, 79867, 79879, 79903, 80184, 80185, 80199, 8022, 80254, 8036, 8074, 8091, 8092, 811, 81620, 81794, 81796, 8200, 8216, 8243, 8318, 83452, 83706, 83987, 84068, 84188, 8443, 84572, 846, 84665, 84667, 84700, 84705, 8481, 8493, 8517, 85301, 8540, 860, 8600, 8626, 867, 871, 8792, 8813, 8820, 8838, 8942, 8945, 89884, 89891, 89970, 90, 9049, 9060, 90993, 91147, 91179, 91252, 9126, 9131, 91461, 91754, 9200, 92002, 9213, 92344, 9241, 9247, 9321, 9343, 9361, 9365, 9382, 9401, 9419, 9423, 9427, 9451, 9469, 9496, 9533, 9573, 9653, 9663, 9719, 9742, 9759, 9775, 9786, 9791, 9820, 9842, 9851, 9871, 9896, 990, 9917, 9935, 9939, 9949, 998",47,0,615,662
Ebstein anomaly of the tricuspid valve,"4625, 4841, 7168",,"158326, 57158, 7528",3,0,3,6
Ecchymosis,"113189, 1277, 1281, 1289, 135228, 201294, 2147, 2162, 2165, 2629, 2677, 2811, 2908, 3257, 3458, 359948, 3674, 3690, 3717, 4352, 4869, 4926, 51119, 5335, 5371, 546, 54790, 54880, 55340, 5551, 5573, 5914, 64072, 64805, 64859, 673, 6774, 6777, 6813, 7012, 7015, 7157, 7704, 79803, 811, 81608, 8328, 84196, 861, 8676, 9049, 9101",7056,"10526, 11117, 1290, 165, 2200, 2201, 2202, 25, 2812, 30008, 3673, 4015, 4054, 4087, 4088, 444, 4882, 4883, 51206, 5351, 55033, 56937, 633, 6497, 6915, 7042, 7043, 7046, 7048, 79718, 79875, 8076, 81031, 875",52,1,34,86
Eclabion,"10265, 10430, 10913, 112752, 1193, 121214, 128178, 129563, 138050, 1387, 155368, 1896, 1909, 2006, 2068, 2073, 2074, 2273, 2290, 22907, 2296, 23126, 23258, 23389, 23394, 25782, 26154, 284058, 2969, 30000, 3425, 3664, 374654, 3756, 3984, 4131, 4204, 4247, 4487, 5080, 5083, 51098, 51099, 546, 55624, 55691, 56006, 57167, 57192, 58508, 627, 650, 6597, 6638, 6664, 6929, 7021, 7030, 7051, 7458, 7461, 7490, 79989, 80204, 80326, 81857, 90952, 9569, 9820, 9935",26227,"1009, 10717, 10743, 10847, 11154, 1123, 11253, 114049, 116931, 126410, 135886, 151516, 155382, 1788, 1917, 204219, 2067, 2245, 2260, 22930, 23129, 23241, 23363, 23384, 23431, 242, 26128, 26235, 2629, 26608, 26834, 27245, 27316, 283489, 29957, 3020, 3265, 3339, 3480, 348938, 3778, 4040, 404672, 4190, 4613, 4733, 4784, 4893, 4952, 50801, 51163, 5308, 53335, 54453, 54517, 54828, 54870, 55764, 55777, 56098, 57465, 57539, 57688, 57724, 57728, 59344, 5980, 5982, 60401, 6134, 6197, 643418, 64388, 653361, 6595, 6611, 6792, 6804, 6820, 6874, 7020, 7039, 7341, 7480, 79718, 79813, 80232, 80816, 8260, 8294, 8367, 83987, 84163, 84168, 84277, 84320, 8468, 84700, 85440, 9031, 91179, 9179, 9487, 9509, 9739, 9898",70,1,106,176
Ectodermal dysplasia,"1001, 10804, 10913, 112752, 128178, 132884, 1896, 2121, 3229, 326, 4792, 51360, 5317, 55764, 56916, 57539, 5818, 80326, 81607, 8313, 83999, 8517, 8626",3710,"22861, 284058, 526, 84876",23,1,4,27
Ectopia lentis,"126792, 1280, 1289, 170691, 2200, 2201, 2296, 27151, 2776, 4016, 4053, 4337, 4338, 444, 5062, 5080, 54507, 54765, 54880, 57105, 64840, 652, 6821, 7042, 80781, 81794, 8314, 875",,"10157, 10526, 11117, 113246, 1281, 1297, 1298, 1299, 1301, 1302, 1462, 165, 1836, 2202, 23451, 25, 26610, 2767, 30008, 3339, 3769, 4015, 4036, 4054, 4087, 4088, 4693, 4882, 4883, 5076, 5130, 5351, 55033, 55214, 56937, 6297, 633, 64132, 64412, 6497, 6890, 7043, 7046, 7048, 7490, 79875, 8076, 81031, 84189, 84695, 8985, 91851",28,0,52,80
Ectopia pupillae,"2200, 2296, 5080, 54507",,"10586, 10815, 1282, 1296, 1487, 27151, 30813, 387, 3954, 5130, 5308, 53834, 58495, 6909, 6935, 7468, 7490, 79977, 9839",4,0,19,23
Ectopic anterior pituitary gland,"2736, 3170, 5626, 6658, 8820",,"5015, 5449, 8312, 89884",5,0,4,9
Ectropion,"10526, 10664, 117581, 121214, 126410, 1500, 1723, 1748, 1906, 204219, 2068, 2071, 2072, 2073, 2074, 2202, 2303, 2313, 23394, 242, 26154, 285848, 324, 3655, 3691, 3858, 4297, 51099, 5339, 54101, 55612, 59344, 668, 7051, 7403, 7507, 7508, 79092, 8085, 998","5308, 5925","10060, 10894, 11128, 136647, 147372, 1493, 151516, 16, 161742, 1643, 19, 1954, 200734, 2050, 2078, 22800, 22808, 23194, 2324, 26038, 2623, 2624, 2629, 267010, 26834, 2697, 285, 2892, 2961, 29969, 3190, 3265, 348938, 374654, 3832, 3845, 4038, 404672, 4668, 4763, 4893, 51163, 51360, 5373, 5429, 54345, 5500, 5594, 5604, 5605, 5629, 5649, 57003, 57165, 5781, 5784, 5879, 5894, 5921, 5922, 6016, 6045, 6097, 6237, 64324, 643418, 64411, 6654, 6655, 673, 6820, 6897, 7075, 7133, 7248, 7249, 7389, 7390, 7424, 7543, 7737, 79633, 79987, 8036, 8216, 833, 85358, 8642, 867, 8828, 8829, 940, 9508, 9620, 9780, 999",40,2,96,136
