Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Short philtrum,"10013, 10075, 10522, 10559, 10651, 10664, 10717, 10743, 10847, 10907, 11043, 11128, 11253, 117581, 1182, 1281, 1387, 147372, 1487, 157680, 158326, 1855, 1857, 196528, 1974, 2132, 2186, 221037, 2253, 2260, 22930, 22931, 23030, 23036, 23126, 23258, 23314, 2535, 25782, 25942, 26040, 26053, 2619, 27245, 27315, 2736, 2782, 2812, 283450, 283489, 284098, 28514, 285175, 2892, 28952, 29926, 30000, 3188, 324, 340533, 3720, 3763, 3899, 3954, 4208, 421, 4212, 4784, 4838, 4841, 4849, 4920, 4929, 4983, 50801, 50937, 51114, 51305, 51317, 5144, 51574, 51684, 5308, 54872, 54888, 55023, 55384, 55650, 5566, 5567, 55784, 55870, 56098, 56896, 5745, 57459, 57492, 57498, 57551, 57647, 5910, 5977, 60529, 64359, 6469, 6472, 64919, 6496, 65062, 65109, 6595, 6611, 6651, 6664, 6711, 6786, 6874, 6899, 6925, 6929, 6997, 7021, 7050, 7204, 7290, 7291, 7353, 7355, 7468, 7474, 7546, 7862, 78987, 79087, 79576, 79633, 7994, 79971, 80204, 81857, 8243, 8260, 8289, 8294, 8295, 8363, 8367, 83696, 83737, 8450, 84976, 84992, 85440, 8567, 860, 8621, 8788, 8928, 9179, 91875, 9241, 92949, 9320, 9487, 9839, 9896, 9968, 998","1280, 2261, 259232, 3339, 54496, 7514, 9736","1000, 100151683, 10084, 1009, 10472, 10716, 10735, 10785, 10815, 11154, 11160, 11193, 116931, 126695, 128637, 1312, 150468, 2036, 2067, 23013, 23065, 23096, 2314, 23162, 23431, 2590, 25973, 26038, 26047, 26057, 26123, 26128, 2615, 26153, 26834, 285590, 2893, 29071, 3097, 3211, 3658, 374654, 3756, 388015, 4038, 4089, 4329, 53834, 54361, 54517, 54828, 54968, 55081, 5515, 55209, 55217, 5530, 55627, 55697, 5702, 5718, 5727, 5898, 6045, 6239, 6329, 6597, 6605, 668, 6885, 6888, 7102, 738, 7469, 80036, 80232, 80267, 84081, 84320, 84720, 84919, 8905, 89910, 93210, 93587, 9508, 9578, 9632, 9772",168,7,89,257
Epidermal acanthosis,"1041, 11012, 121391, 126410, 1825, 1956, 22861, 23086, 242, 26525, 2706, 2707, 348938, 3728, 3848, 3857, 3858, 3860, 3868, 488, 50814, 5271, 56916, 56983, 59344, 64065, 64834, 7051, 79092, 79719, 79977, 80326, 8710","1052, 2203, 2354, 23765, 246778, 2919, 3569, 3605, 3726, 51129, 6279, 6364, 6774, 9683","10519, 10804, 10999, 1475, 1828, 1832, 204219, 207, 2531, 2697, 286887, 3557, 4014, 51360, 5167, 55297, 57152, 643418, 7373, 79755, 831, 9076",33,14,22,55
Abnormality of the pancreas,"10111, 10165, 1019, 1026, 1027, 10273, 10277, 1028, 1029, 1030, 1031, 10555, 1056, 10630, 1080, 1084, 10984, 11231, 11254, 11330, 1175, 1230, 133686, 134218, 1356, 1357, 148738, 1493, 1497, 169792, 170302, 171023, 1736, 182, 1909, 197131, 199221, 2130, 2177, 2184, 2212, 222546, 2239, 2263, 22802, 2294, 23013, 23019, 23022, 2313, 2317, 23322, 23476, 2538, 2542, 256297, 26040, 26060, 26123, 26160, 26191, 2627, 2642, 2645, 26580, 27031, 2710, 2729, 2746, 2778, 285282, 2859, 286053, 2947, 2956, 29880, 3077, 3106, 3113, 3115, 3162, 3172, 3239, 324, 326, 3339, 337867, 338328, 344, 3459, 348, 3481, 355, 3586, 3630, 3643, 3651, 368, 3712, 3767, 3783, 3784, 3845, 389692, 3930, 3975, 4000, 4023, 4041, 4072, 4089, 4193, 4210, 4221, 4255, 4282, 4286, 4292, 4358, 4361, 4436, 4485, 4512, 4513, 4514, 4535, 4540, 4594, 4595, 4609, 472, 4722, 4760, 4854, 4869, 4913, 50485, 5073, 5078, 50940, 5095, 5096, 51119, 51259, 5159, 51651, 51752, 5265, 5290, 5310, 5314, 537, 5378, 5395, 5424, 5426, 54386, 5468, 54894, 54903, 54914, 55315, 55503, 5557, 5573, 5589, 5644, 5645, 5657, 57003, 57096, 5728, 57545, 57570, 57817, 580, 5889, 5892, 595, 6023, 6224, 6337, 63924, 63929, 63976, 640, 64218, 64788, 65062, 6550, 6556, 6559, 657, 6690, 672, 6729, 675, 6774, 6775, 6804, 6833, 6925, 6927, 6928, 7012, 7015, 7018, 7040, 7048, 7099, 7157, 72, 720, 7298, 7351, 7428, 7468, 7477, 7490, 7528, 7798, 78987, 79577, 79583, 79600, 79631, 79728, 79770, 79848, 79867, 80114, 80184, 80776, 8314, 83990, 846, 8462, 84701, 8514, 8565, 8567, 857, 875, 9054, 9056, 90952, 91, 91147, 9203, 9401, 9451, 9971","468, 5915","100147744, 101928376, 10320, 10507, 11200, 115019, 1188, 129563, 149233, 22827, 23193, 23387, 2563, 256646, 25913, 26007, 26277, 27077, 2719, 2767, 283120, 284086, 3155, 3592, 4157, 435, 4538, 4541, 4558, 4564, 4567, 4572, 4574, 4575, 4578, 4613, 4680, 4683, 473, 4750, 4863, 51164, 5167, 51726, 51750, 5205, 5244, 5311, 540, 54897, 55112, 55135, 55505, 55651, 5590, 57104, 57728, 5888, 593, 6338, 64220, 6497, 65057, 6566, 6794, 7373, 7388, 7840, 79053, 79415, 79650, 79719, 79796, 80169, 8302, 84314, 8481, 8510, 8647, 9652, 9742, 9894, 9939",252,2,83,335
Excessive salivation,"10479, 128989, 1610, 1644, 171546, 2066, 23013, 23025, 23230, 2554, 2566, 2643, 27086, 27286, 2799, 283, 2898, 29110, 3060, 311, 3708, 400916, 4340, 478, 4784, 4841, 5032, 5376, 540, 5444, 546, 5631, 57526, 6335, 6509, 6567, 6638, 7337, 7415, 755, 79628, 8398, 84628, 84679, 84842, 8604, 8925, 9230, 92335, 9289, 9378, 9487, 9568, 9759","1050, 114548, 2335, 27074, 355, 3553, 3569, 3586, 362, 4617, 5081, 51284, 5468, 596, 6319, 6347, 6374, 6387, 650, 7124, 7222, 860, 9314, 9332, 942","10059, 10087, 10133, 10159, 10320, 10522, 10588, 10717, 10846, 10891, 11128, 11154, 1512, 1639, 170302, 1737, 1968, 2137, 2192, 22891, 2290, 23111, 23141, 23219, 23261, 23314, 23431, 23435, 2521, 259232, 25978, 26834, 27107, 2733, 283489, 2903, 2906, 29978, 3097, 3106, 3119, 3123, 3178, 3188, 340533, 347733, 374654, 3747, 388015, 4204, 4361, 4744, 4750, 4948, 5010, 5063, 51126, 51319, 5216, 5297, 54209, 5445, 5446, 5455, 55209, 5524, 55384, 55617, 55697, 55703, 55739, 55777, 55830, 55906, 5630, 56992, 57194, 57468, 57679, 5805, 5860, 63035, 6304, 6311, 6323, 6324, 6326, 6472, 6595, 6621, 6647, 6711, 6874, 6899, 7054, 7292, 7703, 80856, 8148, 84340, 84706, 84823, 8788, 8831, 8878, 8911, 899, 9179, 9217, 9256, 93986, 9442, 9675, 9782, 9839, 9896, 9968",54,25,117,171
Autoimmunity,"100, 10020, 10068, 10092, 10095, 10125, 10216, 103, 10312, 10318, 10501, 10507, 10535, 10587, 10699, 10747, 1080, 1103, 11277, 1134, 1140, 1145, 115650, 1188, 1235, 127833, 1305, 1314, 1380, 139818, 1438, 1439, 144811, 1490, 1493, 1499, 169792, 1773, 1776, 1854, 1991, 199857, 208, 2113, 221037, 2212, 2213, 2215, 221895, 22861, 2304, 23040, 2321, 23308, 23495, 23530, 23534, 23592, 2581, 25939, 26191, 2645, 2672, 27022, 27040, 2778, 2812, 285489, 2859, 28755, 2903, 29071, 29110, 29775, 29851, 3106, 3113, 3115, 3119, 3123, 3172, 326, 340061, 3458, 3459, 3500, 3514, 355, 3559, 356, 3560, 3561, 3569, 3575, 3586, 3592, 3594, 3630, 3651, 3654, 3663, 3684, 3702, 3717, 375790, 3845, 3930, 3932, 3937, 3981, 4067, 4087, 4158, 4204, 421, 4261, 4282, 4313, 4352, 440275, 4485, 4522, 4593, 4683, 4733, 4760, 4790, 4791, 4792, 4795, 4860, 4893, 50485, 50619, 5078, 50943, 51119, 51284, 51311, 5133, 51371, 51428, 51744, 51816, 5184, 5205, 5238, 5244, 5265, 5293, 5294, 5295, 5297, 5335, 5336, 5339, 54, 5428, 54440, 5450, 54790, 54899, 55024, 5551, 55636, 5580, 55806, 5611, 56246, 56259, 5657, 57217, 5728, 5771, 5896, 5897, 5913, 5993, 5994, 60, 6005, 6007, 6023, 60468, 6239, 6303, 6329, 640, 64135, 64421, 6576, 6616, 6689, 6696, 6728, 6770, 6772, 6774, 6775, 6786, 6789, 6833, 6843, 6891, 6899, 6925, 695, 7012, 7015, 7068, 710, 712, 7128, 713, 714, 715, 716, 717, 7174, 718, 720, 7201, 721, 7252, 7253, 7292, 731, 7317, 7332, 7353, 7403, 7454, 7456, 7535, 79621, 79722, 79840, 79932, 8085, 811, 81570, 81704, 81858, 8292, 83737, 84061, 84153, 843, 8456, 8462, 84690, 84823, 84868, 857, 8625, 8647, 8651, 8675, 868, 8737, 8772, 8838, 9056, 917, 919, 930, 931, 9581, 975, 987, 9966, 9971","11331, 124626, 1410, 22806, 2332, 23569, 2597, 2670, 29058, 2950, 3029, 359948, 3710, 4524, 51105, 51287, 5409, 55876, 56947, 7185, 8635, 8742, 923, 9256, 94103","100147744, 1027, 10483, 1056, 1144, 1287, 1288, 129607, 1312, 134353, 219736, 2582, 26060, 2694, 346171, 3501, 3767, 4358, 4649, 5325, 56984, 5699, 57061, 6006, 60482, 6399, 6559, 6572, 6583, 6609, 6909, 6927, 7290, 79258, 79415, 79731, 8517, 9103, 9138, 93587, 9632",272,25,41,313
Abnormal testis morphology,"10046, 10075, 10082, 10084, 10155, 10210, 10236, 1024, 10265, 1027, 10274, 10277, 1028, 1029, 10297, 10329, 10370, 10371, 104, 10459, 10466, 10484, 10524, 10568, 10584, 10585, 10587, 10606, 10630, 10664, 10667, 10682, 10683, 10734, 1080, 10806, 10815, 10847, 10908, 10978, 10982, 10984, 11020, 1109, 11193, 11200, 11281, 11285, 113189, 114034, 1146, 1161, 117581, 1182, 1183, 1193, 1230, 123016, 125150, 127534, 1281, 1282, 128674, 129563, 129880, 131118, 134218, 134701, 1349, 135886, 1363, 136647, 137814, 1387, 140628, 145173, 145258, 145873, 1468, 147372, 1482, 1487, 148789, 148867, 150468, 1528, 154197, 155382, 157570, 157657, 157680, 157922, 1583, 158401, 1586, 16, 1605, 1617, 1630, 1643, 1646, 165, 1654, 1656, 170689, 1717, 1723, 1736, 1748, 1760, 1761, 1785, 1788, 1802, 182, 1822, 1836, 1848, 1855, 1857, 1859, 190, 1947, 1954, 196528, 197131, 1984, 200162, 2006, 200734, 201595, 203068, 2033, 2067, 2068, 207, 2071, 2072, 2073, 2074, 2122, 2130, 2146, 2175, 2177, 2189, 2192, 219844, 22, 221037, 221692, 2222, 2239, 2253, 2260, 2261, 2263, 22808, 22884, 22931, 22954, 22995, 23013, 23040, 23112, 23126, 2313, 23133, 23135, 2316, 23169, 2317, 2324, 23241, 23312, 23314, 23327, 23345, 23347, 23384, 23389, 23394, 23405, 23414, 23426, 23432, 23476, 23483, 23512, 23522, 23530, 23545, 23556, 23767, 238, 246329, 2475, 2488, 2516, 2531, 2535, 253738, 254065, 254528, 2563, 25782, 25802, 25836, 25885, 25914, 259232, 25942, 26005, 26012, 26040, 26053, 26123, 26137, 26227, 2623, 2626, 2627, 26275, 26277, 2657, 268, 269, 2697, 27077, 27125, 2719, 27245, 27316, 2733, 2735, 2737, 274, 2778, 2796, 2798, 283120, 283847, 284058, 284403, 284654, 285, 285025, 285489, 285498, 286, 2887, 2891, 2892, 28952, 28957, 2904, 29123, 2961, 2972, 29895, 29925, 29940, 29954, 29969, 3052, 3170, 317719, 3187, 3229, 3239, 3265, 3284, 3293, 3339, 337867, 340719, 341640, 3476, 3481, 355, 3586, 3636, 3640, 3664, 367, 3703, 3708, 3730, 374654, 3763, 3784, 3814, 388015, 389549, 392255, 3952, 3953, 3954, 3955, 3972, 3973, 3975, 3981, 3984, 4000, 400569, 4010, 402381, 4047, 4081, 4089, 4094, 412, 4158, 4193, 421, 4214, 4281, 4297, 4439, 4534, 4593, 4618, 4621, 4638, 4654, 4659, 4692, 4693, 4713, 472, 473, 4763, 4784, 4808, 4841, 4853, 4854, 4869, 4893, 4952, 4953, 4983, 4990, 4998, 5000, 5015, 50485, 50511, 5076, 5080, 5081, 5087, 50937, 50940, 50945, 51053, 51057, 51082, 51111, 51132, 51244, 51259, 51339, 51360, 5144, 51574, 5161, 51626, 51633, 51684, 51715, 51728, 51741, 51750, 51780, 5189, 5190, 5192, 5193, 5194, 5290, 5324, 5325, 5373, 5424, 5428, 54453, 54456, 5447, 5449, 54496, 545, 54539, 54585, 54809, 54872, 54880, 54888, 54968, 5500, 55023, 55112, 55148, 55159, 55210, 55215, 55294, 55315, 55384, 55505, 5557, 55593, 55605, 55610, 55617, 55624, 55636, 5566, 5567, 55670, 55681, 55690, 55697, 55717, 55777, 558, 55869, 55870, 5590, 55901, 55904, 5594, 5604, 5605, 56154, 56155, 56159, 5626, 5648, 56896, 5700, 57054, 57055, 57135, 57187, 5728, 57492, 57545, 57560, 57647, 57680, 57688, 57697, 5781, 5792, 582, 5826, 5828, 5831, 58499, 585, 5879, 5885, 5888, 5889, 5894, 5913, 5922, 59336, 5977, 5978, 6016, 60495, 60529, 60675, 6091, 6095, 6134, 6237, 6239, 6261, 627, 6299, 63895, 63901, 63976, 64093, 641, 64132, 64220, 64327, 64359, 64419, 64682, 6477, 64840, 6492, 6497, 650, 65062, 652, 65267, 653361, 6567, 6572, 6597, 6598, 6601, 6602, 6605, 6611, 6638, 6654, 6657, 6658, 6660, 6662, 6664, 6716, 672, 673, 6736, 675, 6770, 6775, 6804, 6870, 6874, 6875, 6878, 6885, 6899, 6905, 6925, 6926, 6949, 701, 7012, 7015, 7074, 7099, 7132, 7157, 7169, 72, 7252, 7258, 7259, 7291, 7298, 729920, 7319, 7403, 7424, 745, 7461, 7468, 7469, 7473, 7476, 7477, 7490, 7508, 7516, 7518, 7528, 7543, 7681, 7798, 7874, 79053, 79068, 791114, 79147, 79184, 79576, 79577, 79583, 79625, 79633, 79718, 79728, 79770, 79813, 79848, 79867, 7994, 79947, 80036, 80067, 80144, 80169, 80184, 80199, 80267, 80311, 8036, 80776, 80816, 8085, 8087, 8091, 815, 81620, 81839, 81887, 8195, 8214, 8216, 8241, 8243, 8260, 8287, 8289, 8295, 8302, 8318, 83483, 83700, 83879, 84100, 84172, 84181, 84197, 84225, 84277, 84282, 84295, 84314, 84320, 8450, 84634, 84667, 8468, 84690, 8473, 84733, 8481, 84919, 8496, 8504, 8510, 8514, 8567, 8626, 8643, 8653, 867, 8726, 8788, 8799, 8854, 8879, 8882, 8905, 8924, 89891, 90121, 9031, 90416, 90952, 91039, 91057, 91147, 9126, 9150, 91801, 91875, 9203, 9215, 92345, 92482, 92579, 9319, 9325, 93426, 9361, 93627, 9382, 9394, 9409, 9487, 9496, 9508, 9533, 9562, 9632, 9653, 9681, 9698, 9723, 9739, 9759, 9772, 9780, 9817, 9820, 9839, 9851, 9860, 9896, 990, 9968, 998, 9993","26261, 51024, 55209, 57165, 81629, 84960","1000, 100033413, 10011, 100151683, 1009, 101928376, 10225, 10283, 10436, 10526, 10560, 10765, 11041, 1108, 11117, 11128, 11141, 1131, 113179, 114049, 122402, 124583, 126792, 128637, 1312, 132320, 132884, 140801, 144132, 145624, 145645, 149233, 153241, 155368, 1584, 1588, 166379, 170302, 175, 1763, 1798, 1841, 196385, 1968, 201134, 2121, 2132, 2176, 2178, 2187, 2188, 2200, 2201, 2202, 2218, 2245, 2255, 22800, 22858, 22930, 23028, 23116, 2312, 23141, 2332, 23322, 23594, 23742, 25, 2592, 26160, 26229, 26235, 26608, 2702, 2707, 2710, 27145, 27241, 2736, 2783, 2812, 286151, 29089, 2969, 29957, 29998, 30008, 3008, 3039, 3040, 3077, 3106, 317662, 3190, 3251, 326, 338433, 340419, 342035, 3459, 3592, 3653, 372, 374879, 375307, 3791, 3835, 3845, 389827, 4015, 404672, 4054, 4067, 4087, 4088, 4174, 4204, 4210, 444, 4629, 4781, 4867, 4882, 4883, 4920, 4927, 4948, 49855, 5033, 5073, 50846, 51114, 51124, 51256, 5147, 51752, 5195, 523, 5277, 5286, 529, 5351, 53834, 54101, 5422, 5426, 54345, 54487, 5455, 54551, 546, 54756, 54897, 54903, 54914, 54967, 55033, 55120, 55135, 55212, 55630, 55651, 5573, 55784, 55790, 56246, 5631, 56937, 57020, 57061, 57096, 57178, 5718, 5727, 57539, 57704, 5824, 583, 5830, 5832, 5881, 59, 5915, 5940, 5982, 60, 617, 633, 64131, 64324, 64412, 65109, 65250, 654, 6595, 6655, 6659, 6663, 6794, 6812, 6845, 6866, 6897, 6904, 6911, 6928, 6938, 7020, 7042, 7043, 7046, 7048, 720, 7290, 7317, 7353, 7458, 7466, 7474, 7486, 7507, 7737, 7750, 7840, 7841, 7846, 78989, 79087, 79140, 79600, 79650, 79659, 79738, 79875, 80173, 80204, 8076, 81031, 81848, 8220, 8242, 8294, 833, 83479, 8367, 83990, 84163, 84300, 84340, 84464, 84515, 84823, 84892, 84984, 875, 8820, 8822, 8985, 89884, 91181, 92344, 93953, 94005, 9401, 9469, 9569, 9578, 9646, 9791, 9915",706,6,271,977
Intestinal atresia,"1063, 10735, 1174, 129563, 1349, 1859, 2187, 2188, 2201, 222546, 2253, 2260, 2294, 23556, 25914, 25942, 26123, 2619, 2736, 28514, 29925, 341640, 3655, 3691, 4613, 4659, 473, 4838, 50937, 51684, 51729, 51780, 5297, 55215, 55636, 57217, 5889, 6299, 6469, 64840, 6496, 6651, 699, 6997, 7050, 7546, 7547, 79827, 815, 84976, 8604, 8928, 9319, 9702","1116, 138046, 1875, 2316, 23221, 51366, 85444","11005, 1131, 2313, 25790, 3052, 374879, 407975, 4629, 54539, 55159, 5727, 701, 9184",54,7,13,67
Enterocolitis,"1908, 1910, 1991, 215, 223117, 2542, 2668, 3587, 3588, 5294, 5336, 538, 55505, 57217, 58484, 5979, 6608, 6720, 6772",8737,"10512, 1736, 1889, 2064, 2065, 2271, 26873, 37, 4629, 4902, 50619, 84992, 8547",19,1,13,32
Abnormal circulating isoleucine concentration,"10295, 152926, 1738, 506, 587, 594",,,6,0,0,6
Bone marrow hypocellularity,"114803, 1186, 134218, 148867, 1736, 1788, 2176, 2177, 2313, 23451, 2623, 2624, 26277, 2778, 29089, 3458, 356, 3712, 375748, 3930, 4194, 4683, 4869, 51119, 5133, 51428, 51750, 51816, 5238, 54790, 54809, 55120, 55215, 5551, 55596, 6208, 64858, 65082, 6729, 6731, 675, 6916, 7012, 7015, 7040, 7066, 7298, 760, 79631, 79650, 79991, 80169, 81570, 843","171023, 2175, 25913, 3030, 3032, 5422, 6223, 7157, 7307","1001, 100151683, 10060, 10082, 10195, 10235, 10262, 10269, 1028, 10293, 10297, 10312, 10371, 10459, 10491, 1062, 10660, 10682, 10683, 10733, 10847, 10908, 10940, 11005, 11014, 11128, 112752, 11285, 113189, 114548, 1184, 118429, 120227, 121340, 124583, 126792, 1277, 1278, 128, 1280, 128674, 129285, 1297, 1298, 1299, 1300, 1301, 1302, 1311, 132884, 134701, 138050, 1387, 139285, 142680, 1436, 145258, 145873, 150468, 1513, 153241, 157570, 1594, 161742, 166929, 168667, 170691, 1718, 1723, 1747, 1749, 175, 1750, 1758, 176, 1763, 1836, 1855, 1857, 1906, 1909, 1947, 1954, 200734, 202018, 2033, 203859, 2072, 2077, 2121, 2122, 2131, 2132, 2137, 2146, 2188, 2192, 219844, 2200, 2201, 222663, 2245, 2253, 2254, 2255, 2260, 2261, 2263, 22800, 22808, 22827, 22856, 22858, 22995, 23118, 2316, 23169, 2317, 23184, 23213, 23233, 23314, 23322, 2335, 23363, 23384, 23432, 23483, 23498, 23522, 23545, 23586, 23592, 23594, 23761, 249, 2517, 2535, 255758, 257, 2582, 25836, 25839, 2588, 25885, 25886, 2590, 2591, 25911, 26123, 26146, 26160, 26175, 26227, 26229, 26503, 2688, 2690, 2692, 2693, 2697, 27152, 2719, 2720, 27343, 2736, 2737, 2773, 2799, 283120, 285203, 285362, 285590, 286053, 2879, 28962, 28981, 29072, 29123, 2972, 29887, 29895, 2990, 29940, 29957, 29968, 29980, 3110, 3207, 3209, 3239, 3248, 3265, 3313, 3339, 3400, 340419, 3417, 3418, 342184, 3423, 3425, 3479, 3480, 3481, 3483, 3516, 3547, 3549, 355, 3551, 3557, 3561, 3572, 3636, 372, 374654, 3759, 3835, 3845, 387733, 3899, 3911, 392255, 3955, 3977, 4000, 4010, 4038, 4041, 4052, 4053, 4054, 406932, 4087, 4088, 4089, 411, 4125, 4126, 4148, 415, 4174, 4222, 4233, 4256, 4297, 4313, 4318, 4322, 4323, 4488, 4507, 4591, 4613, 4621, 4669, 4750, 4758, 4763, 4784, 4796, 4851, 4853, 4880, 4882, 4883, 4893, 4920, 4921, 4982, 4998, 5000, 5015, 5034, 50485, 50515, 5073, 5077, 50814, 50964, 51025, 51053, 51082, 51098, 5116, 51199, 51259, 5130, 51311, 51360, 5139, 5144, 51594, 51626, 51659, 5167, 51715, 5176, 51776, 5190, 5191, 5251, 5295, 5307, 5308, 5324, 5331, 5332, 5351, 5352, 5358, 54, 54187, 54209, 5426, 5447, 5449, 545, 54567, 5476, 5479, 54808, 54903, 54928, 5500, 55033, 55112, 55135, 55151, 55191, 55315, 55325, 55343, 55503, 55505, 55599, 55603, 55650, 55651, 5566, 5567, 55697, 55699, 55703, 5573, 55764, 55790, 55835, 55858, 55869, 55906, 5593, 5594, 5604, 5605, 56172, 5626, 56603, 5689, 56915, 56975, 57020, 57167, 5744, 5745, 57492, 57514, 57539, 57545, 57560, 57572, 57688, 57728, 5781, 579, 5830, 5831, 5881, 5885, 5888, 5894, 5898, 5932, 59341, 5977, 60, 6016, 6023, 60529, 60676, 60681, 6117, 6134, 6137, 6154, 6237, 6239, 6299, 633, 63901, 6399, 64094, 64131, 64132, 64135, 64175, 6424, 64324, 64327, 64359, 64412, 6448, 6452, 6468, 6469, 6473, 64802, 64841, 649, 6497, 650, 65057, 65250, 6578, 658, 6597, 6598, 65992, 6605, 6628, 6654, 6655, 6657, 6658, 6662, 6678, 6697, 673, 6774, 6777, 6786, 6885, 6905, 6910, 6911, 6913, 6926, 6938, 6949, 695, 7042, 7043, 7046, 7048, 7227, 727857, 7291, 7305, 7421, 7468, 7471, 7473, 7474, 7475, 7476, 7480, 7518, 755, 7704, 7840, 78989, 79087, 79158, 79577, 79583, 79659, 79705, 79796, 79809, 79867, 79879, 80184, 80185, 80199, 8022, 80254, 8036, 8074, 8091, 8092, 81620, 81794, 81796, 8200, 8216, 8243, 8318, 83452, 83706, 83987, 83990, 84068, 84188, 8443, 84572, 846, 84667, 84700, 8481, 8493, 8517, 85301, 8540, 860, 8600, 8626, 867, 871, 8792, 8813, 8820, 8838, 8942, 8945, 89884, 89891, 89970, 90, 9060, 90993, 91147, 91179, 91252, 9126, 9131, 91461, 91754, 92002, 92344, 9241, 9247, 9321, 9343, 9361, 9365, 9382, 9401, 9419, 9427, 9451, 9469, 9496, 9533, 9573, 9653, 9663, 9719, 9742, 9759, 9775, 9786, 9791, 9820, 9842, 9851, 9871, 9896, 990, 9917, 9935, 9939, 9949, 998",54,9,574,628
Abnormal circulating cholesterol concentration,"10165, 10522, 1071, 10743, 10806, 11284, 113220, 116519, 123016, 129880, 1581, 1583, 1593, 1717, 1718, 1733, 182, 19, 197131, 20, 201163, 2053, 213, 2222, 2273, 2353, 23534, 2542, 255738, 25839, 2584, 2590, 26119, 2629, 2690, 27241, 27329, 29929, 3064, 335, 336, 338, 338328, 344, 345, 348, 3663, 3931, 3949, 3988, 3990, 4000, 4023, 4040, 4205, 4547, 4645, 4952, 50814, 51128, 5130, 5193, 5256, 5257, 5261, 5373, 5406, 5450, 54585, 5468, 54903, 55212, 55384, 55768, 5660, 5696, 5836, 585, 63036, 6307, 6309, 64240, 64241, 6515, 6609, 6811, 7252, 7681, 7840, 79087, 79188, 79738, 79796, 80184, 80270, 84100, 84699, 857, 859, 8694, 8788, 8924, 89910, 9049, 9149, 93627, 9420, 950, 9966","10555, 26580","100033413, 10682, 10842, 11020, 11145, 132320, 145624, 147007, 157657, 166379, 2010, 22954, 23064, 23096, 2314, 23224, 23345, 23533, 23742, 26160, 2683, 284654, 338433, 3592, 3594, 3653, 388015, 4867, 4868, 49855, 51057, 5244, 537, 54551, 54840, 55186, 55210, 55775, 57122, 582, 583, 6689, 6907, 7274, 791114, 79258, 79989, 80173, 8195, 83550, 84317, 84984, 9056, 92482",109,2,54,163
Cachexia,"10280, 1080, 10891, 1763, 1890, 2068, 207, 2130, 23435, 2670, 29110, 29978, 3717, 3980, 3988, 4352, 4693, 50484, 50943, 54209, 5428, 5444, 5446, 54790, 5728, 59341, 6240, 652, 657, 6647, 7040, 7415, 7490, 811, 8878, 9896",60401,"10133, 10273, 10293, 10479, 10558, 1062, 10733, 1610, 1639, 2066, 2071, 2072, 2073, 22995, 23025, 2521, 2581, 25978, 2733, 283, 285175, 311, 3178, 3339, 34, 3662, 4000, 400916, 4204, 4591, 4683, 4744, 4750, 5116, 5216, 5445, 545, 54832, 55830, 55835, 5630, 5660, 57679, 5932, 6311, 6337, 6338, 6340, 6535, 755, 79902, 80208, 8148, 84126, 8450, 8506, 8803, 899, 9217, 9663, 9782, 9935",36,1,62,98
Hypokalemic metabolic alkalosis,"10320, 1187, 1188, 3106, 3291, 3758, 3766, 6557, 7809","1584, 1585, 3762, 3773, 486, 5566, 6338, 6559, 6928, 846",58528,9,10,1,10
Total ophthalmoplegia,"22854, 2902, 4204, 5428, 6792, 8243, 91147, 9568","10381, 1890, 5166, 56704, 6240, 7019, 8292",,8,7,0,8
Abnormal endocrine morphology,"100, 10008, 1026, 10269, 1027, 1028, 1029, 1030, 11200, 11235, 1181, 128, 128674, 1499, 1583, 1584, 1585, 1586, 1589, 1788, 190, 23095, 2737, 2778, 283120, 326, 3284, 3417, 3418, 3481, 368, 3762, 3784, 4000, 4149, 4193, 4221, 4524, 4763, 50937, 50940, 5290, 5426, 54361, 5443, 5447, 546, 54809, 54949, 5566, 5573, 5728, 595, 5979, 6389, 6390, 6391, 6392, 64072, 652, 673, 6770, 6899, 7015, 7428, 7528, 776, 779, 79798, 8425, 8622, 8820, 89884, 9095, 9101",,"10134, 1031, 10984, 137814, 1743, 2034, 215, 219844, 2271, 22858, 23028, 23129, 23432, 2710, 28952, 2908, 324, 3988, 4191, 50814, 51256, 5167, 5189, 526, 54903, 55654, 55717, 56896, 57020, 57216, 57465, 6091, 6329, 6496, 7148, 7157, 7473, 83605, 8402, 84133, 84196, 889, 9897",75,0,43,118
Clitoral hypoplasia,"145173, 22930, 25782, 25886, 4692, 4920, 54551, 64840, 6492, 6638, 7474, 791114, 8924",,"100033413, 128637, 145624, 1855, 1857, 22931, 23594, 23742, 2535, 338433, 3653, 4948, 4998, 5000, 51053, 55012, 7681, 81620, 8318, 990",13,0,20,33
Multiple myeloma,"171023, 3815, 3981, 54790, 595",596,"2629, 6427, 950",5,1,3,8
