Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Hyperacusis,"10522, 10743, 114049, 135886, 155368, 2006, 23096, 2314, 26608, 2760, 2969, 3074, 3984, 51085, 5982, 653361, 6804, 7204, 7458, 7461, 79903, 84163, 84277, 8468, 8493, 9031, 9569, 9898",2332,155382,28,1,1,29
Abnormal external nose morphology,"10717, 10736, 10743, 11128, 1278, 158326, 1654, 2077, 2245, 2253, 2263, 23394, 25836, 26053, 29123, 3313, 3643, 4000, 4036, 4204, 4920, 5075, 51594, 546, 5604, 5781, 6496, 6899, 7546, 8092, 8260, 8443, 85358, 8550, 9343, 9871",,"10013, 100147744, 100151683, 100506658, 10060, 10075, 10082, 10084, 10087, 1009, 10128, 10157, 101929726, 10195, 10210, 10220, 10225, 10236, 10265, 10269, 10277, 10283, 10293, 103, 10300, 10367, 10464, 10484, 10491, 10522, 10524, 10526, 10535, 10606, 1062, 1063, 10630, 10651, 10664, 10682, 10683, 10733, 10735, 10765, 10785, 10815, 10844, 10847, 10907, 10913, 10943, 10973, 10978, 11011, 11014, 1106, 11113, 11117, 11133, 11145, 11154, 11198, 1123, 11232, 11253, 112752, 11277, 11284, 11285, 112939, 113179, 113189, 113246, 1134, 1139, 114034, 1144, 1146, 116931, 1173, 117581, 1182, 118924, 1193, 121340, 124512, 124583, 126695, 126792, 1277, 1280, 1281, 128178, 128637, 129285, 129563, 1297, 1298, 1299, 1301, 1302, 1312, 134353, 134701, 136647, 1376, 1387, 1399, 140679, 1436, 145173, 1457, 145873, 1462, 1487, 1499, 150094, 150468, 1513, 1523, 153241, 157570, 157680, 158, 1642, 1643, 165, 166378, 166929, 168667, 170302, 170692, 171023, 1717, 1718, 1748, 175, 1763, 178, 1781, 1788, 1789, 1795, 1806, 182, 1822, 1834, 1836, 1855, 1857, 1859, 1861, 1889, 1896, 1908, 1910, 1947, 1954, 196528, 1968, 197131, 1974, 1984, 199221, 2006, 200894, 201163, 202018, 2033, 2068, 207, 2071, 2072, 2073, 2131, 2132, 2137, 2138, 2182, 2186, 219844, 219854, 2200, 2201, 2202, 221037, 221322, 221496, 2239, 2248, 2260, 2261, 2271, 22808, 22827, 22858, 2290, 22930, 22931, 2296, 22995, 23007, 23013, 23019, 23028, 23030, 23036, 23040, 23090, 23096, 23097, 23116, 23126, 2313, 23133, 23137, 2314, 2316, 23162, 2317, 23184, 23187, 23219, 23221, 23247, 23261, 23312, 23314, 2332, 23322, 23325, 23327, 23363, 23384, 23389, 23404, 23405, 23426, 23431, 23461, 23476, 23483, 23511, 23512, 23522, 23524, 23529, 23545, 23556, 23630, 249, 25, 2535, 253738, 253959, 2542, 256297, 2563, 257, 2571, 25776, 25782, 258, 25839, 25885, 25886, 259232, 25939, 25942, 25973, 26005, 26038, 26040, 26047, 26057, 26123, 26128, 26137, 26154, 26173, 2619, 26224, 26227, 26229, 26235, 26281, 2629, 26503, 26523, 2653, 2674, 26834, 2688, 2690, 2697, 2702, 2703, 27077, 27086, 27125, 27145, 2719, 2720, 27229, 27245, 27315, 27316, 2736, 2737, 2752, 2770, 2775, 2799, 2812, 283209, 284058, 284098, 284252, 284403, 28514, 285175, 285362, 285590, 28952, 2902, 29072, 29081, 2917, 2972, 29920, 29957, 29968, 29980, 29998, 30008, 3020, 3021, 3090, 3097, 3098, 3170, 317662, 3187, 3188, 3190, 3211, 324, 3265, 3339, 340533, 341640, 3425, 3479, 3480, 3559, 3572, 3590, 3636, 3720, 3736, 374654, 374879, 375056, 3756, 3759, 3762, 3763, 3764, 3767, 3769, 3782, 3799, 3832, 3845, 387, 387733, 388015, 389827, 3899, 3930, 3954, 3955, 3977, 3981, 4010, 4015, 403, 4038, 4041, 4052, 4054, 4076, 4081, 4087, 4088, 4123, 4125, 415, 4208, 421, 4212, 4247, 4256, 4281, 4285, 4286, 4297, 4313, 4329, 4330, 440, 444, 4593, 4598, 4613, 4621, 4683, 471, 473, 4750, 4761, 4763, 4774, 4781, 4784, 4792, 4796, 4838, 4848, 4849, 4853, 4858, 4867, 4882, 4883, 4893, 4921, 4953, 5000, 5015, 5033, 5034, 5048, 50485, 5053, 5063, 5077, 5081, 5087, 50937, 50964, 51013, 51025, 51053, 51085, 51098, 51109, 51111, 51124, 51132, 5116, 5119, 51227, 51259, 51305, 51317, 51322, 51360, 51412, 5144, 5147, 51506, 51524, 5159, 51592, 5160, 51604, 51684, 51692, 51715, 51741, 5176, 51780, 5184, 5189, 5190, 5192, 5193, 5194, 5195, 523, 526, 5277, 5281, 5286, 529, 5293, 5295, 5314, 5331, 53335, 5339, 5351, 5352, 5358, 5373, 538, 53834, 54084, 54101, 54187, 5424, 5442, 5447, 54487, 5449, 54496, 54499, 545, 54517, 54543, 5457, 5479, 54806, 54870, 54880, 54888, 54897, 54903, 54914, 54941, 54968, 5500, 55012, 55023, 55033, 55120, 5515, 55151, 55165, 5518, 55181, 55209, 55210, 55214, 55217, 55252, 5530, 55315, 55343, 55384, 55503, 5557, 55603, 55623, 55627, 55650, 5566, 5567, 55670, 55681, 55690, 55691, 55697, 55699, 5573, 5575, 55764, 55768, 55770, 55773, 55777, 55784, 55790, 55835, 55869, 5587, 55870, 5590, 55906, 5594, 56006, 5605, 56098, 5626, 5631, 56623, 56937, 56975, 56992, 57003, 57020, 57082, 57096, 57167, 57178, 57211, 57231, 5727, 5728, 57282, 5745, 57459, 57465, 57466, 57492, 57511, 57520, 57539, 57545, 57572, 57589, 57647, 57688, 57724, 57728, 5792, 5813, 5824, 5828, 583, 5830, 5831, 5832, 58499, 5879, 5881, 5885, 5898, 5908, 5910, 5915, 5927, 5932, 5965, 5977, 5979, 60, 6023, 60401, 6045, 60529, 60681, 613, 6134, 6197, 6223, 6239, 6261, 6309, 6323, 6324, 6326, 633, 63895, 63976, 64093, 64131, 64132, 64135, 64175, 6418, 64324, 64327, 64359, 64412, 6469, 64840, 64864, 649, 6491, 6492, 6497, 650, 65062, 6513, 652, 65250, 6529, 6536, 6595, 6597, 6598, 6601, 6602, 6605, 6611, 6638, 6650, 6658, 6659, 6660, 6662, 6663, 6664, 6678, 6711, 672, 673, 6777, 6792, 6812, 6833, 6857, 6872, 6874, 6878, 6885, 6904, 6905, 6909, 6911, 6925, 6942, 699, 6997, 701, 7020, 7021, 7025, 7042, 7043, 7046, 7048, 7050, 71, 7175, 7189, 72, 7204, 7227, 7290, 7291, 7319, 7353, 738, 7403, 7468, 7471, 7474, 7481, 7484, 7486, 7507, 7508, 7518, 7528, 7531, 7543, 7703, 7707, 774, 7750, 7798, 7862, 78989, 79005, 79068, 79158, 79184, 79228, 79583, 79600, 79621, 79639, 79644, 7965, 79650, 79718, 79731, 79736, 79751, 79753, 79770, 79791, 79796, 79813, 79840, 79848, 79867, 79868, 79875, 79879, 79902, 7994, 79971, 79989, 80000, 80036, 80144, 80152, 80173, 80184, 80204, 80210, 80232, 80267, 80311, 80324, 8036, 8076, 80776, 80781, 80816, 8085, 81031, 81570, 81603, 81857, 81887, 8214, 8216, 8220, 8239, 8241, 8243, 8289, 8295, 8312, 8314, 835, 8364, 8367, 83737, 83932, 83987, 8405, 84068, 84081, 84126, 84153, 84162, 84168, 84181, 84189, 84231, 84282, 84314, 84342, 84464, 8450, 84504, 84667, 84695, 84700, 84720, 8481, 84842, 84919, 8493, 84942, 84976, 84992, 8504, 8510, 8514, 8516, 85301, 85378, 85440, 85459, 8558, 8567, 857, 8573, 860, 8621, 8626, 867, 871, 8733, 875, 8777, 8788, 8799, 8812, 8815, 8820, 8831, 8854, 8882, 8928, 8985, 89866, 89884, 89910, 90417, 9091, 90952, 90993, 91137, 91147, 91179, 9126, 9131, 91754, 9179, 9184, 92002, 92255, 92344, 9241, 9244, 9276, 92935, 9319, 9320, 9321, 93210, 9326, 9342, 93587, 9361, 93627, 9382, 93986, 9401, 9409, 9419, 9427, 9442, 9469, 9487, 9496, 9508, 95681, 9578, 9632, 9652, 9653, 9698, 9702, 9719, 9731, 9739, 9757, 9758, 9759, 9772, 9786, 9820, 9839, 9841, 9851, 9853, 9896, 9898, 9928, 9935, 9939, 9949, 9968, 998, 9993",36,0,954,990
Abnormality of the breast,"1000, 10054, 1009, 10111, 1019, 10195, 1029, 1030, 10483, 10765, 10771, 10908, 11128, 11200, 11253, 11285, 117581, 125150, 128674, 136647, 1376, 1487, 1499, 150468, 1583, 1584, 1586, 1589, 1630, 1723, 1859, 190, 1947, 197131, 2064, 2068, 207, 2071, 2074, 208, 2099, 2146, 2239, 2253, 2260, 2263, 22800, 23028, 23129, 23135, 23137, 2332, 23414, 23426, 23476, 23594, 2488, 2492, 2516, 253738, 25836, 25886, 25913, 26040, 26137, 26229, 2626, 27125, 2719, 2736, 2778, 2796, 2798, 284252, 284654, 2956, 2961, 29968, 3161, 3170, 3190, 324, 3248, 3284, 3480, 355, 356, 3643, 3662, 367, 3675, 3703, 3720, 3730, 3814, 3845, 3952, 3953, 4000, 404672, 4072, 4081, 4089, 4094, 4193, 4204, 4214, 4221, 4255, 4286, 4292, 4436, 4437, 4683, 472, 473, 4763, 4784, 4841, 4893, 4913, 4998, 5015, 5033, 5071, 51, 51322, 51604, 5290, 5378, 5395, 5424, 5426, 54386, 54499, 545, 54888, 54894, 55384, 55553, 55636, 5573, 558, 55869, 55870, 5604, 5618, 5696, 56992, 5728, 5777, 5781, 580, 5818, 5885, 5888, 5889, 5892, 5894, 60, 6016, 6390, 6391, 6392, 641, 64324, 646, 6497, 654, 657, 6611, 6658, 6662, 668, 6711, 672, 673, 6736, 675, 6794, 6845, 6925, 6926, 7015, 7020, 7048, 7157, 7291, 7319, 7355, 7403, 7468, 7473, 7476, 7486, 7490, 7517, 7528, 7707, 775, 79633, 79644, 79719, 79728, 7994, 79971, 80144, 8085, 81620, 81848, 81887, 8239, 8243, 8313, 8314, 8318, 83990, 841, 843, 8438, 8450, 84634, 8621, 8626, 867, 8726, 8788, 8930, 90417, 9126, 9210, 93210, 9394, 9653, 9723, 9757, 9759, 9839, 990, 999",4783,"10011, 100144748, 10020, 10087, 10220, 1026, 1027, 10274, 10300, 1031, 10371, 10584, 10815, 10982, 11145, 1146, 124583, 126792, 128178, 1349, 1363, 139285, 139886, 145173, 1482, 1528, 16, 1656, 1674, 171023, 171568, 1717, 1798, 1822, 1848, 1896, 1954, 1974, 199857, 200205, 200734, 203068, 205717, 2137, 22808, 22858, 22884, 22931, 23022, 23112, 23116, 2317, 23347, 23394, 23511, 23514, 23556, 23767, 25782, 26012, 26128, 2683, 26834, 27152, 27245, 27315, 2783, 283489, 284058, 284098, 285025, 285282, 285590, 28952, 29893, 29957, 29998, 3020, 3077, 3293, 340419, 341640, 3417, 3418, 344018, 372, 3835, 3858, 388015, 388662, 389549, 3911, 3930, 3954, 3972, 4157, 4191, 4210, 4247, 4361, 440138, 4438, 4595, 4808, 4835, 4863, 497661, 4978, 5000, 5002, 50619, 50940, 51053, 51199, 51741, 5245, 5293, 5373, 54101, 54476, 5449, 54756, 54872, 5500, 55131, 5528, 55315, 55627, 55650, 55690, 55697, 55717, 55770, 55780, 55790, 55906, 5626, 5648, 56896, 56945, 56997, 57003, 57020, 57122, 57282, 57514, 57647, 57728, 5792, 5826, 5828, 5922, 5980, 60675, 6224, 6237, 6329, 63895, 64072, 64131, 64132, 6418, 64218, 64412, 64840, 65057, 6578, 6595, 65998, 6654, 6655, 6663, 6866, 6870, 6874, 6897, 6942, 7021, 7373, 7469, 7737, 7840, 78989, 79053, 79087, 79158, 79625, 79639, 79718, 79796, 79848, 80816, 8216, 8294, 8295, 833, 83550, 84168, 84231, 84295, 84720, 8493, 84992, 8504, 8517, 85365, 8567, 8813, 8820, 8822, 8936, 8985, 89884, 9049, 91137, 9181, 91869, 91875, 91949, 92344, 92609, 9382, 9469, 9487, 9496, 9675, 9772, 9786, 9821, 9896, 9897, 9949",240,1,232,472
Abnormal sperm tail morphology,"10233, 10566, 118491, 144132, 146754, 1538, 159686, 1769, 255101, 286464, 401024, 54014, 56171, 6795, 7802, 79925, 81833, 83844, 83894, 84074, 91057, 92749",200162,"117155, 122481, 144406, 157855, 161497, 196385, 199223, 22873, 25981, 26074, 375307, 54967, 55779, 57639, 57728, 65975, 6756, 79846, 80173, 80217, 84071, 8468, 85452, 8632, 881, 89876, 91181",22,1,27,49
Pheochromocytoma,"1026, 1027, 1030, 1031, 1743, 1788, 2034, 2271, 23095, 3265, 3458, 4149, 4191, 4221, 4763, 54949, 55654, 5573, 5979, 6389, 6390, 6391, 6392, 7248, 7249, 7428, 8402",,595,27,0,1,28
Phocomelia,"10262, 157570, 25836, 3930, 64327, 6910, 7476, 9939","1045, 1586, 190, 2018, 2260, 23476, 2626, 269, 2737, 2798, 284654, 367, 472, 51185, 5228, 55636, 57167, 6046, 7481, 7490, 8019, 89797, 9496",,8,23,0,8
Highly arched eyebrow,"10584, 10664, 1387, 1457, 2033, 25836, 26053, 29123, 3313, 4762, 54499, 54880, 55690, 55777, 55869, 5648, 60, 63895, 6664, 668, 71, 7468, 78989, 79813, 80816, 8243, 8405, 8573, 9126, 93627, 9427",,"1009, 10128, 10210, 10464, 10472, 10735, 10815, 10978, 11198, 11253, 11285, 113179, 113246, 117581, 1185, 124583, 126792, 1349, 1399, 1487, 153241, 157570, 158326, 1656, 166378, 1954, 200894, 219844, 219854, 2260, 22827, 22856, 23013, 23028, 23090, 23116, 23126, 2317, 23184, 23221, 23247, 23322, 23325, 23334, 23384, 23476, 23483, 23511, 24142, 2571, 25776, 259266, 26123, 26128, 26229, 26999, 2702, 2703, 27077, 27125, 27315, 284098, 29072, 29998, 317662, 3187, 3480, 348180, 374654, 3756, 3835, 3954, 4010, 403, 4052, 4089, 4123, 4125, 4212, 4297, 4330, 4784, 4867, 5033, 50651, 51259, 51305, 5147, 51524, 51633, 51684, 53834, 54517, 54806, 54872, 54892, 54903, 5500, 55012, 55252, 55617, 55627, 55636, 55650, 55691, 55780, 55790, 5594, 56623, 56975, 57020, 57479, 57545, 57680, 57688, 5792, 5818, 58499, 5879, 5885, 5910, 6045, 6091, 613, 6197, 6228, 64131, 64132, 64412, 6472, 6497, 65062, 65250, 6595, 6812, 6874, 6878, 7021, 7204, 7360, 7403, 7469, 7543, 79583, 79600, 79791, 79848, 79867, 7994, 80055, 80173, 80184, 80204, 80210, 80776, 8085, 818, 8294, 8295, 8363, 84188, 84320, 84720, 8481, 84992, 85459, 8567, 8621, 867, 8985, 90459, 90952, 91147, 91875, 92335, 92344, 93210, 9373, 94005, 9442, 9469, 9487, 9496, 95681, 9578, 9723, 9731, 9759, 9772, 9786, 9839, 9851, 9853, 9900, 998",31,0,195,226
Amaurosis fugax,"10019, 10299, 11200, 112476, 1501, 26191, 2956, 3106, 3123, 3593, 3717, 3845, 401474, 4072, 4292, 4436, 4595, 472, 477, 51816, 5290, 5378, 5395, 5424, 5426, 54790, 55689, 6224, 6323, 64218, 657, 675, 6900, 6945, 7157, 773, 811, 8974","197259, 6347","151, 4352, 4863, 7048",38,2,4,42
Pseudohypoaldosteronism,"26249, 4306, 6337, 65125, 65266, 8452","130497, 2475, 5775, 672, 8074",,6,5,0,6
Short first metatarsal,"2033, 2260, 2263, 3209, 57020","11100, 1277, 1278, 249, 2778, 4313, 4323, 4882, 5744, 6608, 7227, 7486, 865, 90",,5,14,0,5
Mitral valve prolapse,"10021, 10262, 10526, 10551, 11107, 114049, 1193, 126792, 1277, 1278, 1280, 1289, 1290, 1349, 135886, 1387, 155368, 157680, 161742, 2006, 200734, 2200, 2201, 22873, 23118, 2316, 23193, 2332, 23394, 2582, 26229, 26278, 26608, 285590, 286, 2969, 29880, 3052, 3074, 3265, 3845, 3984, 4000, 4054, 4087, 4088, 4313, 4323, 4625, 4763, 4883, 51085, 5167, 51726, 529, 5337, 5351, 5428, 54539, 56776, 5781, 5894, 5982, 6125, 6261, 633, 6497, 652, 6533, 653361, 673, 6804, 6885, 6910, 7042, 7046, 7048, 7169, 7170, 7273, 7458, 7461, 7703, 8076, 8216, 84163, 84277, 84665, 8468, 8642, 875, 9031, 9158, 9469, 9569, 9742, 9968","2064, 2720, 6654, 6655, 6935, 9839","10216, 11117, 113189, 1281, 155382, 165, 170689, 2033, 2137, 2202, 25, 284086, 2972, 29940, 30008, 3188, 368, 4015, 4089, 444, 4882, 5310, 5311, 54880, 55033, 55315, 5594, 56652, 56937, 57190, 6091, 64131, 64132, 7043, 7148, 7450, 79796, 79875, 80114, 81031, 84627",97,6,41,138
Decreased urine output,"10878, 116085, 1235, 1490, 1636, 183, 185, 199221, 23175, 3075, 3078, 3123, 353, 3663, 4179, 4512, 4514, 4629, 5076, 5087, 5314, 5972, 629, 7056, 718, 788, 84033, 857","10417, 1136, 1143, 1559, 23546, 2550, 5187, 5728, 60482, 6446, 6572, 6616, 7349, 8863, 8864","3426, 6261",28,15,2,30
Slender finger,"113189, 1146, 1292, 157680, 2186, 2200, 2201, 23314, 284058, 29940, 3835, 4883, 5727, 9968",10134,"10084, 10273, 10479, 10516, 10525, 10526, 1075, 10815, 10973, 11107, 11117, 11285, 125150, 126792, 1272, 1280, 1281, 1291, 1293, 1301, 1303, 1312, 139285, 1399, 1487, 165, 171568, 1742, 1798, 199857, 2006, 2193, 2202, 221037, 2261, 2263, 2301, 23133, 23152, 2316, 23162, 23476, 23493, 23514, 2492, 25, 2516, 259232, 25942, 25970, 26834, 2783, 2812, 29893, 29920, 29998, 30008, 3021, 3187, 3188, 344018, 3954, 3955, 4015, 4054, 4087, 4088, 4089, 4144, 421, 4438, 444, 4534, 4548, 4629, 4638, 4677, 4784, 4882, 490, 51114, 51633, 51684, 5184, 5351, 5447, 546, 54872, 55033, 55553, 55644, 55690, 5592, 5594, 56603, 56937, 56945, 57122, 59, 5965, 60676, 613, 6239, 633, 63895, 64132, 646, 649, 6497, 65109, 652, 6605, 6611, 6651, 6899, 7042, 7043, 7046, 7048, 715, 7175, 72, 7290, 7353, 7468, 7469, 79576, 79693, 79875, 80204, 8076, 80816, 81031, 8239, 8270, 83696, 84627, 84919, 84942, 8643, 875, 8925, 89910, 91179, 9210, 9343, 93587, 9578, 9632, 9839",14,1,150,164
Foot oligodactyly,"10262, 1749, 2737, 324, 4038, 54567, 64093, 64840, 7476, 7480",2260,90459,10,1,1,11
Hyperactive deep tendon reflexes,"10059, 10159, 10273, 112476, 128989, 131669, 1678, 219285, 2581, 2697, 3748, 4081, 4204, 4361, 5376, 54463, 56006, 5631, 6310, 6311, 6389, 6390, 6392, 644096, 6513, 8492","10381, 157922, 2743, 56965, 6329, 7343","146227, 5621",26,6,2,28
Increased sensitivity to ionizing radiation,"207, 4361, 5290, 6598, 8314",7157,"165918, 4771, 5155, 51684, 56160, 6605, 6608, 7015, 84231",5,1,9,14
Abnormality of the wrist,"10020, 10216, 10269, 10381, 10568, 10682, 11160, 11285, 1184, 120227, 126792, 1280, 1291, 1292, 1294, 1303, 1311, 132884, 142680, 157570, 1594, 165, 171023, 1758, 203859, 2067, 207, 2121, 2131, 2132, 2137, 2186, 2192, 2201, 2239, 2263, 22856, 2316, 23169, 2317, 23233, 23387, 23592, 25839, 2588, 259232, 26191, 2697, 27145, 2719, 2720, 2735, 2778, 29072, 29895, 3209, 324, 3339, 3417, 3418, 347734, 3549, 3559, 368, 3835, 388015, 3913, 4000, 4038, 4054, 4148, 4204, 427, 4313, 4323, 4621, 4796, 4853, 4921, 4952, 5077, 51199, 5144, 51626, 5167, 5297, 5307, 538, 54332, 5447, 54808, 54928, 55325, 55384, 55650, 5566, 5567, 57167, 5718, 57211, 5745, 57498, 5771, 57863, 5881, 59341, 6023, 633, 63895, 6399, 64093, 64131, 64327, 64359, 6469, 6473, 658, 6775, 6885, 6910, 6913, 7136, 7138, 7140, 727857, 7421, 7476, 7516, 79087, 79158, 79722, 80207, 80208, 8200, 825, 8292, 84068, 8449, 84570, 85301, 865, 8720, 8788, 8838, 9131, 919, 9203, 9241, 9321, 9361, 9401, 9451, 9469, 9555, 9719, 9935, 9939","64065, 6584, 8291, 8710","1001, 100151683, 10060, 10082, 10195, 10235, 10262, 1028, 10293, 10297, 10312, 10371, 10491, 10526, 1062, 10660, 10683, 10733, 10847, 10908, 10940, 11005, 11014, 11117, 11128, 112752, 113189, 114548, 118429, 1186, 121340, 124583, 1277, 1278, 1281, 128674, 129285, 1293, 1297, 1298, 1299, 1300, 1301, 1302, 134218, 134701, 138050, 1387, 139285, 1436, 145258, 145873, 150468, 1513, 153241, 161742, 166929, 168667, 170691, 1718, 1723, 1747, 1749, 175, 1750, 176, 1763, 1788, 1836, 1855, 1857, 1906, 1909, 1947, 1954, 200734, 202018, 2033, 2077, 2122, 2146, 219844, 2200, 2202, 222663, 2245, 2253, 2254, 2255, 2260, 2261, 22800, 22808, 22827, 22858, 22995, 23118, 23184, 23213, 23314, 23322, 2335, 23363, 23384, 23432, 23483, 23498, 23522, 23545, 23586, 23594, 23761, 249, 25, 2517, 2535, 255758, 257, 25836, 25885, 25886, 2590, 2591, 25911, 26123, 26146, 26160, 26175, 26227, 26229, 26503, 2688, 2690, 2692, 2693, 27152, 27343, 2736, 2737, 2773, 2799, 283120, 285203, 285362, 285590, 286053, 2879, 28962, 28981, 29123, 2972, 29887, 2990, 29940, 29957, 29968, 29980, 30008, 3110, 3207, 3239, 3248, 3265, 3313, 3400, 340419, 342184, 3423, 3425, 3479, 3480, 3481, 3483, 3516, 3547, 3551, 3557, 3560, 3561, 3572, 3636, 372, 374654, 3759, 3845, 387733, 3899, 3911, 392255, 3930, 3955, 3977, 4010, 4015, 4041, 4052, 4053, 406932, 4087, 4088, 4089, 411, 4125, 4126, 415, 4174, 4222, 4233, 4256, 4297, 4318, 4322, 444, 4488, 4507, 4591, 4593, 4613, 4669, 4750, 4758, 4763, 4784, 4851, 4880, 4882, 4883, 4893, 4920, 4982, 4998, 5000, 5015, 5033, 5034, 50485, 50515, 50814, 50964, 51025, 51053, 51082, 51098, 51119, 5116, 51259, 5130, 51360, 5139, 51594, 51659, 51715, 5176, 51776, 5190, 5191, 5251, 5295, 5308, 5324, 5331, 5332, 5351, 5352, 5358, 54, 54187, 54209, 5426, 5449, 545, 54567, 5476, 5479, 54903, 5500, 55033, 55112, 55151, 55191, 55315, 55343, 55503, 55599, 55603, 55681, 55697, 55699, 55703, 5573, 55764, 55790, 55835, 55858, 55869, 55906, 5593, 5594, 5604, 5605, 56172, 5626, 56603, 5689, 56915, 56937, 56975, 57020, 57222, 5744, 57492, 57514, 57539, 57545, 57560, 57572, 57688, 57728, 5781, 579, 5830, 5831, 5832, 5885, 5894, 5898, 5932, 5977, 60, 6016, 60529, 60676, 60681, 6134, 6137, 6237, 6239, 6299, 63901, 64094, 64132, 64135, 64175, 6424, 64324, 64412, 6448, 6452, 6468, 64802, 64841, 649, 6497, 650, 65082, 65250, 6578, 6597, 6598, 65992, 6605, 6628, 6654, 6655, 6657, 6658, 6662, 6678, 6697, 6729, 673, 6774, 6777, 6786, 6905, 6911, 6916, 6926, 6938, 6949, 695, 7040, 7042, 7043, 7046, 7048, 7066, 7169, 7227, 7291, 7305, 7468, 7471, 7473, 7474, 7475, 7480, 7518, 755, 760, 7704, 7840, 78989, 79577, 79583, 79631, 79659, 79705, 79796, 79809, 79867, 79875, 79879, 80184, 80185, 80199, 8022, 80254, 8036, 8074, 8076, 8091, 8092, 81031, 81620, 81794, 81796, 8216, 8243, 8318, 83452, 83706, 83987, 84188, 8443, 84572, 846, 84667, 84700, 8481, 8493, 8517, 8540, 860, 8600, 8626, 867, 871, 875, 8792, 8813, 8820, 8942, 8945, 8985, 89884, 89891, 89970, 90, 9060, 90993, 91147, 91179, 91252, 9126, 91461, 91754, 92002, 92344, 9247, 9343, 9365, 9382, 9419, 9427, 9496, 9533, 9573, 9653, 9663, 9742, 9759, 9775, 9786, 9791, 9820, 9842, 9851, 9871, 9896, 990, 9917, 9949, 998",157,4,494,651
